Trait	Tissue	TCSC_Cov	TCSC_CovSE	TCSC_CovP	TCSC_CovFDRP	TCSC_PropCov	TCSC_PropCovSE	TCSC_GenomeCov
"Intelligence,WBC Count"	Heart A. Appen.	1.97E-05	0.001993286	0.4960573	0.9921146	0.000550271	0.055678381	-0.0358
"Intelligence,WBC Count"	Heart Left Vent.	0.000132498	0.002008298	0.47369867	0.9921146	0.003701073	0.056097709	-0.0358
"Intelligence,WBC Count"	Liver	-0.001477476	0.001548483	0.17000538	0.903354	-0.041270267	0.043253709	-0.0358
"Intelligence,WBC Count"	Lung	3.09E-05	0.002120422	0.4941949	0.9921146	0.000861895	0.059229674	-0.0358
"Intelligence,WBC Count"	Min. Salivary Gland	0.001831406	0.000895124	0.02037911	0.7947852	0.051156598	0.025003454	-0.0358
"Intelligence,WBC Count"	Muscle Skeletal	-0.002986864	0.00207491	0.07500234	0.8552091	-0.083431949	0.057958377	-0.0358
"Intelligence,WBC Count"	Tibial Nerve	-0.004409835	0.002960985	0.0682024	0.8552091	-0.123179758	0.082709081	-0.0358
"Intelligence,WBC Count"	Ovary	0.000536432	0.001356029	0.34620374	0.903354	0.014984119	0.037877896	-0.0358
"Intelligence,WBC Count"	Pancreas	0.000516596	0.002060517	0.40101846	0.9478618	0.014430056	0.057556345	-0.0358
"Intelligence,WBC Count"	Pituitary	-0.000297092	0.002124845	0.44440185	0.9903813	-0.008298653	0.059353209	-0.0358
"Intelligence,WBC Count"	Prostate	0.001770107	0.001335451	0.09250684	0.8552091	0.049444334	0.037303108	-0.0358
"Intelligence,WBC Count"	Skin (sun unexposed)	0.001720364	0.002357558	0.23277978	0.903354	0.04805487	0.065853584	-0.0358
"Intelligence,WBC Count"	Skin (sun exposed)	-0.004136083	0.003014965	0.0850549	0.8552091	-0.115533043	0.084216899	-0.0358
"Intelligence,WBC Count"	Spleen	-0.001377086	0.001829946	0.22586665	0.903354	-0.038466093	0.051115796	-0.0358
"Intelligence,WBC Count"	Stomach	0.000825893	0.00202587	0.34175686	0.903354	0.023069629	0.056588553	-0.0358
"Intelligence,WBC Count"	Testis	-0.002057939	0.001721029	0.11589493	0.8552091	-0.057484319	0.048073421	-0.0358
"Intelligence,WBC Count"	Thyroid	-0.00170325	0.002857315	0.27555371	0.903354	-0.047576809	0.079813269	-0.0358
"Intelligence,WBC Count"	Uterus	-0.003325412	0.002443974	0.08681092	0.8552091	-0.092888606	0.068267423	-0.0358
"Intelligence,WBC Count"	Vagina	0.0002341	0.001290714	0.42803765	0.9819687	0.006539102	0.036053461	-0.0358
"Intelligence,WBC Count"	Whole Blood	-0.000831506	0.001735458	0.31592379	0.903354	-0.023226434	0.048476471	-0.0358
"Intelligence,WBC Count"	AllTissues	-0.008432477	0.002903989	0.00184357	1	-0.23554405	0.081117006	-0.0358
"Intelligence,Height"	Adipose Sub.	-0.002505432	0.003838258	0.256958	0.8388266	-0.049416808	0.075705293	0.0507
"Intelligence,Height"	Adipose Visc.	-0.002467231	0.004393643	0.2872128	0.8388266	-0.048663328	0.086659625	0.0507
"Intelligence,Height"	Adrenal Gland	-0.00359502	0.003275422	0.1361952	0.8388266	-0.070907697	0.064603992	0.0507
"Intelligence,Height"	Aorta Artery	0.00024897	0.00385293	0.4742389	0.9952381	0.004910657	0.075994678	0.0507
"Intelligence,Height"	Coronary Artery	0.002761302	0.005413223	0.3049896	0.8388266	0.054463543	0.106769692	0.0507
"Intelligence,Height"	Tibial Artery	-0.0062378	0.003679503	0.0450108	0.8388266	-0.123033538	0.072574016	0.0507
"Intelligence,Height"	Brain Limbic	9.92E-05	0.003187598	0.4875915	0.9952381	0.001955842	0.062871758	0.0507
"Intelligence,Height"	Brain Cortex	0.002089067	0.002940534	0.2387163	0.8388266	0.041204468	0.057998698	0.0507
"Intelligence,Height"	Brain Basal Ganglia	0.004814753	0.003066535	0.05819646	0.8388266	0.094965542	0.060483932	0.0507
"Intelligence,Height"	Brain Cereb.	-0.001136372	0.004383988	0.3977368	0.9124549	-0.022413646	0.086469199	0.0507
"Intelligence,Height"	Brain Spinal Cord	0.002205348	0.002271755	0.1658319	0.8388266	0.043497982	0.044807799	0.0507
"Intelligence,Height"	Brain Subst. Nigra	-0.003219912	0.001485153	0.0150768	0.3919965	-0.063509117	0.029292966	0.0507
"Intelligence,Height"	Breast	0.002305047	0.005517001	0.3380438	0.8505618	0.045464435	0.108816595	0.0507
"Intelligence,Height"	LCLs	-0.007561027	0.007201383	0.1468726	0.8388266	-0.149132684	0.142039107	0.0507
"Intelligence,Height"	Fibroblasts	0.002552518	0.003503289	0.2331213	0.8388266	0.050345526	0.06909841	0.0507
"Intelligence,Height"	Sigmoid Intestine	0.007173918	0.006084087	0.1191736	0.8388266	0.141497394	0.120001715	0.0507
"Intelligence,Height"	Transverse Intestine	0.0076266	0.003292858	0.01027632	0.3919965	0.150426033	0.064947896	0.0507
"Intelligence,Height"	Esophagus Mucosa	0.002949063	0.005065945	0.2802379	0.8388266	0.058166924	0.099920016	0.0507
"Intelligence,Height"	Esophagus Muscularis	-0.00188677	0.004098385	0.3226256	0.8388266	-0.037214395	0.080835986	0.0507
"Intelligence,Height"	Heart A. Appen.	0.004846408	0.004370181	0.1337211	0.8388266	0.095589907	0.086196863	0.0507
"Intelligence,Height"	Heart Left Vent.	2.29E-05	0.003841592	0.4976191	0.9952381	0.000452216	0.075771049	0.0507
"Intelligence,Height"	Liver	-0.00087428	0.001863042	0.3194363	0.8388266	-0.017244185	0.036746389	0.0507
"Intelligence,Height"	Lung	0.004958944	0.004401867	0.1299654	0.8388266	0.097809555	0.086821837	0.0507
"Intelligence,Height"	Min. Salivary Gland	-0.001711837	0.001930701	0.1876364	0.8388266	-0.033764034	0.038080883	0.0507
"Intelligence,Height"	Muscle Skeletal	0.002799943	0.003760112	0.2282436	0.8388266	0.055225707	0.074163947	0.0507
"Intelligence,Height"	Tibial Nerve	-0.001354055	0.003970469	0.36654	0.8807561	-0.026707193	0.078312996	0.0507
"Intelligence,Height"	Ovary	-0.0045305	0.004636317	0.1642409	0.8388266	-0.089358981	0.091446091	0.0507
"Intelligence,Height"	Pancreas	0.000801926	0.00522318	0.4389894	0.9511436	0.015817071	0.103021292	0.0507
"Intelligence,Height"	Pituitary	-0.002454156	0.003577427	0.2463529	0.8388266	-0.048405449	0.070560687	0.0507
"Intelligence,Height"	Prostate	-0.003216477	0.002722793	0.1187387	0.8388266	-0.063441361	0.053703996	0.0507
"Intelligence,Height"	Skin (sun unexposed)	0.001570016	0.004832273	0.3726276	0.8807561	0.030966778	0.095311108	0.0507
"Intelligence,Height"	Skin (sun exposed)	0.001230536	0.005457892	0.4108108	0.9155211	0.024270925	0.107650738	0.0507
"Intelligence,Height"	Spleen	0.004454035	0.003907941	0.1271974	0.8388266	0.087850788	0.07707971	0.0507
"Intelligence,Height"	Stomach	-0.008461402	0.003299853	0.0051711	0.3919965	-0.16689156	0.065085864	0.0507
"Intelligence,Height"	Testis	-0.00220974	0.003480022	0.2627212	0.8388266	-0.043584615	0.06863949	0.0507
"Intelligence,Height"	Thyroid	0.002899493	0.003697889	0.2164924	0.8388266	0.057189215	0.072936658	0.0507
"Intelligence,Height"	Uterus	0.01730963	0.016087675	0.1409734	0.8388266	0.341412895	0.317311149	0.0507
"Intelligence,Height"	Vagina	0.002861627	0.00609108	0.3192467	0.8388266	0.056442352	0.120139639	0.0507
"Intelligence,Height"	Whole Blood	-0.001966057	0.00237242	0.2036332	0.8388266	-0.038778238	0.046793293	0.0507
"Intelligence,Height"	AllTissues	0.02319317	0.006218399	9.58E-05	1	0.457458929	0.122650858	0.0507
"Intelligence,Chronotype"	Adipose Sub.	-0.00016993	0.00154712	0.456269597	0.9695898	-0.011034412	0.100462332	-0.0154
"Intelligence,Chronotype"	Adipose Visc.	0.001055303	0.00186428	0.285674953	0.879555	0.068526165	0.121057158	-0.0154
"Intelligence,Chronotype"	Adrenal Gland	0.000586736	0.001958119	0.382224949	0.9655685	0.03809971	0.127150575	-0.0154
"Intelligence,Chronotype"	Aorta Artery	0.000685451	0.001469941	0.320496197	0.8928108	0.044509778	0.095450697	-0.0154
"Intelligence,Chronotype"	Coronary Artery	-0.000934021	0.001532376	0.271088307	0.879555	-0.060650718	0.099504916	-0.0154
"Intelligence,Chronotype"	Tibial Artery	0.000168243	0.001672304	0.459931831	0.9695898	0.010924861	0.108591136	-0.0154
"Intelligence,Chronotype"	Brain Limbic	-0.002516353	0.001321932	0.0284849	0.3960524	-0.163399529	0.085839708	-0.0154
"Intelligence,Chronotype"	Brain Cortex	0.000711709	0.00144058	0.310637614	0.8928108	0.046214899	0.093544128	-0.0154
"Intelligence,Chronotype"	Brain Basal Ganglia	-4.65E-05	0.0012203	0.48479492	0.9695898	-0.003020855	0.079240287	-0.0154
"Intelligence,Chronotype"	Brain Cereb.	-0.002748819	0.001498978	0.033342208	0.3960524	-0.178494727	0.097336244	-0.0154
"Intelligence,Chronotype"	Brain Spinal Cord	0.00267585	0.001042468	0.005131479	0.3112688	0.173756477	0.067692724	-0.0154
"Intelligence,Chronotype"	Brain Subst. Nigra	-0.001524627	0.00128543	0.117794822	0.7922418	-0.099001722	0.083469493	-0.0154
"Intelligence,Chronotype"	Breast	-0.000163777	0.001904333	0.465732317	0.9695898	-0.010634865	0.123657995	-0.0154
"Intelligence,Chronotype"	LCLs	-0.001488006	0.000941923	0.057081804	0.494709	-0.096623742	0.061163857	-0.0154
"Intelligence,Chronotype"	Fibroblasts	0.000909646	0.001200865	0.224377588	0.8779488	0.059067889	0.077978238	-0.0154
"Intelligence,Chronotype"	Sigmoid Intestine	0.001335274	0.001845027	0.23462035	0.8779488	0.0867061	0.119806962	-0.0154
"Intelligence,Chronotype"	Transverse Intestine	-0.001912757	0.00221292	0.193695404	0.8393468	-0.124204997	0.143696107	-0.0154
"Intelligence,Chronotype"	Esophagus Mucosa	0.000216427	0.001084195	0.420888837	0.9655685	0.014053714	0.070402282	-0.0154
"Intelligence,Chronotype"	Esophagus Muscularis	-0.001363773	0.001564792	0.191730716	0.8393468	-0.088556697	0.101609885	-0.0154
"Intelligence,Chronotype"	Heart A. Appen.	-0.002904932	0.001978163	0.070984228	0.553677	-0.188631963	0.128452136	-0.0154
"Intelligence,Chronotype"	Heart Left Vent.	0.003603368	0.001864343	0.026631555	0.3960524	0.233984939	0.121061242	-0.0154
"Intelligence,Chronotype"	Liver	-0.001065717	0.001082338	0.162399603	0.8393468	-0.069202412	0.070281692	-0.0154
"Intelligence,Chronotype"	Lung	0.000987808	0.00164449	0.274027516	0.879555	0.064143344	0.106785054	-0.0154
"Intelligence,Chronotype"	Min. Salivary Gland	0.000563953	0.000785422	0.236370822	0.8779488	0.036620294	0.051001393	-0.0154
"Intelligence,Chronotype"	Muscle Skeletal	0.000753993	0.001385752	0.293185004	0.879555	0.048960588	0.089983903	-0.0154
"Intelligence,Chronotype"	Tibial Nerve	-0.00414102	0.001739896	0.008655413	0.3112688	-0.268897371	0.112980258	-0.0154
"Intelligence,Chronotype"	Ovary	-0.000303189	0.001046706	0.386037978	0.9655685	-0.019687616	0.067967892	-0.0154
"Intelligence,Chronotype"	Pancreas	0.000269376	0.001158191	0.408042396	0.9655685	0.017491964	0.075207222	-0.0154
"Intelligence,Chronotype"	Pituitary	-0.000972987	0.001428126	0.247839816	0.8787048	-0.063180951	0.092735433	-0.0154
"Intelligence,Chronotype"	Prostate	0.002809894	0.001617115	0.041140949	0.4011243	0.182460634	0.105007469	-0.0154
"Intelligence,Chronotype"	Skin (sun unexposed)	-0.00179785	0.001862399	0.167187016	0.8393468	-0.116743502	0.120934985	-0.0154
"Intelligence,Chronotype"	Skin (sun exposed)	0.002042797	0.00221721	0.178437389	0.8393468	0.132649127	0.143974681	-0.0154
"Intelligence,Chronotype"	Spleen	0.001290645	0.00137384	0.173751592	0.8393468	0.083808118	0.089210405	-0.0154
"Intelligence,Chronotype"	Stomach	0.002411103	0.001335846	0.035543163	0.3960524	0.156565146	0.086743269	-0.0154
"Intelligence,Chronotype"	Testis	0.000436048	0.002154217	0.419795819	0.9655685	0.028314787	0.139884238	-0.0154
"Intelligence,Chronotype"	Thyroid	-0.002273526	0.001950481	0.12188335	0.7922418	-0.147631557	0.126654582	-0.0154
"Intelligence,Chronotype"	Uterus	0.002528882	0.00111995	0.011971875	0.3112688	0.164213139	0.072724053	-0.0154
"Intelligence,Chronotype"	Vagina	-5.01E-05	0.000747633	0.473282844	0.9695898	-0.003253664	0.048547567	-0.0154
"Intelligence,Chronotype"	Whole Blood	-0.000421482	0.001043712	0.343169081	0.9230065	-0.027368943	0.067773525	-0.0154
"Intelligence,Chronotype"	AllTissues	-0.000756888	0.001807034	0.337660526	1	-0.04914857	0.117339892	-0.0154
"Intelligence,Total Protein"	Adipose Sub.	0.00334255	0.002136847	0.05888014	0.8085272	0.153327995	0.098020512	-0.0218
"Intelligence,Total Protein"	Adipose Visc.	0.002305331	0.001943153	0.11773475	0.8085272	0.105749148	0.089135457	-0.0218
"Intelligence,Total Protein"	Adrenal Gland	0.000732064	0.001145641	0.26141156	0.8159156	0.03358093	0.05255234	-0.0218
"Intelligence,Total Protein"	Aorta Artery	0.000201008	0.002241006	0.46426459	0.9925847	0.009220558	0.102798432	-0.0218
"Intelligence,Total Protein"	Coronary Artery	-0.000763338	0.001674795	0.32427414	0.8159156	-0.035015504	0.07682547	-0.0218
"Intelligence,Total Protein"	Tibial Artery	-0.000158181	0.002042334	0.4691323	0.9925847	-0.007256019	0.093685023	-0.0218
"Intelligence,Total Protein"	Brain Limbic	-0.002446096	0.001464658	0.04745175	0.8085272	-0.112206222	0.067186128	-0.0218
"Intelligence,Total Protein"	Brain Cortex	-1.13E-05	0.001213817	0.49629236	0.9925847	-0.000517476	0.055679662	-0.0218
"Intelligence,Total Protein"	Brain Basal Ganglia	0.001572563	0.001583069	0.16026645	0.8085272	0.072135899	0.072617837	-0.0218
"Intelligence,Total Protein"	Brain Cereb.	-0.001060327	0.002300703	0.32244567	0.8159156	-0.048638842	0.105536841	-0.0218
"Intelligence,Total Protein"	Brain Spinal Cord	-0.000709746	0.001347289	0.29916767	0.8159156	-0.032557165	0.06180224	-0.0218
"Intelligence,Total Protein"	Brain Subst. Nigra	0.00182156	0.001682595	0.13949537	0.8085272	0.083557786	0.077183271	-0.0218
"Intelligence,Total Protein"	Breast	-0.002979048	0.002162724	0.08418631	0.8085272	-0.136653592	0.099207533	-0.0218
"Intelligence,Total Protein"	LCLs	-0.000739321	0.001362947	0.29375667	0.8159156	-0.033913816	0.062520511	-0.0218
"Intelligence,Total Protein"	Fibroblasts	0.00224687	0.002902391	0.21942268	0.8149985	0.103067428	0.133137201	-0.0218
"Intelligence,Total Protein"	Sigmoid Intestine	0.001693844	0.002733843	0.26776603	0.8159156	0.077699277	0.125405665	-0.0218
"Intelligence,Total Protein"	Transverse Intestine	0.000708392	0.001797903	0.3467869	0.8452931	0.032495028	0.082472637	-0.0218
"Intelligence,Total Protein"	Esophagus Mucosa	-0.001396923	0.001907293	0.2319588	0.8159156	-0.064079042	0.087490523	-0.0218
"Intelligence,Total Protein"	Esophagus Muscularis	0.002270059	0.002235785	0.15497436	0.8085272	0.10413115	0.102558958	-0.0218
"Intelligence,Total Protein"	Heart A. Appen.	-0.002450188	0.002994315	0.20659865	0.8085272	-0.112393938	0.137353878	-0.0218
"Intelligence,Total Protein"	Heart Left Vent.	-0.001667581	0.00204417	0.20731467	0.8085272	-0.076494558	0.093769286	-0.0218
"Intelligence,Total Protein"	Liver	-0.003391519	0.001453698	0.00982333	0.7662198	-0.155574256	0.0666834	-0.0218
"Intelligence,Total Protein"	Lung	0.000273896	0.001562469	0.43042314	0.9925847	0.012564045	0.071672905	-0.0218
"Intelligence,Total Protein"	Min. Salivary Gland	0.000852448	0.001580539	0.29482618	0.8159156	0.03910311	0.072501798	-0.0218
"Intelligence,Total Protein"	Muscle Skeletal	-0.000864168	0.001765912	0.31229323	0.8159156	-0.039640717	0.081005137	-0.0218
"Intelligence,Total Protein"	Tibial Nerve	4.05E-05	0.001933914	0.49165178	0.9925847	0.001856506	0.088711662	-0.0218
"Intelligence,Total Protein"	Ovary	-0.000171622	0.001087169	0.43728319	0.9925847	-0.007872548	0.049870147	-0.0218
"Intelligence,Total Protein"	Pancreas	-0.003699895	0.00188057	0.0245667	0.8085272	-0.169719944	0.086264692	-0.0218
"Intelligence,Total Protein"	Pituitary	0.001447081	0.001505735	0.1682643	0.8085272	0.066379884	0.069070392	-0.0218
"Intelligence,Total Protein"	Prostate	0.00155636	0.001163036	0.0904177	0.8085272	0.071392673	0.053350286	-0.0218
"Intelligence,Total Protein"	Skin (sun unexposed)	-0.003248621	0.002841067	0.12642567	0.8085272	-0.149019299	0.130324156	-0.0218
"Intelligence,Total Protein"	Skin (sun exposed)	0.003824998	0.003346631	0.12653181	0.8085272	0.17545862	0.153515201	-0.0218
"Intelligence,Total Protein"	Spleen	0.000133397	0.001965904	0.47295051	0.9925847	0.006119107	0.090179092	-0.0218
"Intelligence,Total Protein"	Stomach	0.00230001	0.002162874	0.14379926	0.8085272	0.105505035	0.099214387	-0.0218
"Intelligence,Total Protein"	Testis	-0.001427333	0.001554503	0.17925908	0.8085272	-0.065473984	0.071307479	-0.0218
"Intelligence,Total Protein"	Thyroid	-0.00239846	0.002139996	0.13119127	0.8085272	-0.110021084	0.098164954	-0.0218
"Intelligence,Total Protein"	Uterus	-0.00224996	0.002410007	0.17525753	0.8085272	-0.103209168	0.110550768	-0.0218
"Intelligence,Total Protein"	Vagina	0.000538217	0.001089525	0.31065591	0.8159156	0.024688828	0.049978192	-0.0218
"Intelligence,Total Protein"	Whole Blood	-0.001422819	0.001631931	0.1916418	0.8085272	-0.065266922	0.074859224	-0.0218
"Intelligence,Total Protein"	AllTissues	-0.005395306	0.002664651	0.02144548	1	-0.247491089	0.122231685	-0.0218
"Intelligence,WHRadjBMI"	Adipose Sub.	0.002449382	0.002198896	0.13265791	0.772711	0.123706182	0.111055352	-0.0198
"Intelligence,WHRadjBMI"	Adipose Visc.	-0.000430278	0.001878567	0.40941665	0.9052178	-0.021731214	0.094877143	-0.0198
"Intelligence,WHRadjBMI"	Adrenal Gland	0.001582863	0.001346094	0.1198187	0.772711	0.079942577	0.067984534	-0.0198
"Intelligence,WHRadjBMI"	Aorta Artery	-0.001094158	0.001951419	0.28750148	0.800897	-0.055260518	0.098556532	-0.0198
"Intelligence,WHRadjBMI"	Coronary Artery	-0.000930051	0.001943117	0.31609794	0.8076813	-0.046972247	0.098137223	-0.0198
"Intelligence,WHRadjBMI"	Tibial Artery	0.00181849	0.00177046	0.15217986	0.772711	0.091842952	0.089417154	-0.0198
"Intelligence,WHRadjBMI"	Brain Limbic	-0.000349067	0.001681901	0.41779285	0.9052178	-0.017629653	0.084944516	-0.0198
"Intelligence,WHRadjBMI"	Brain Cortex	0.000926665	0.001283566	0.23516404	0.772711	0.046801242	0.064826572	-0.0198
"Intelligence,WHRadjBMI"	Brain Basal Ganglia	-0.000167316	0.00146876	0.45465202	0.9332331	-0.008450296	0.074179777	-0.0198
"Intelligence,WHRadjBMI"	Brain Cereb.	0.00220551	0.00211482	0.14850129	0.772711	0.111389367	0.106809096	-0.0198
"Intelligence,WHRadjBMI"	Brain Spinal Cord	0.000303994	0.001106483	0.39175835	0.8987397	0.015353245	0.055883002	-0.0198
"Intelligence,WHRadjBMI"	Brain Subst. Nigra	-0.0015742	0.001108578	0.07780138	0.772711	-0.079505029	0.05598879	-0.0198
"Intelligence,WHRadjBMI"	Breast	-0.002362785	0.002047132	0.12421061	0.772711	-0.119332558	0.103390508	-0.0198
"Intelligence,WHRadjBMI"	LCLs	-0.001680218	0.000959359	0.03993879	0.772711	-0.084859472	0.048452451	-0.0198
"Intelligence,WHRadjBMI"	Fibroblasts	0.000241965	0.003243484	0.47026641	0.9405328	0.012220432	0.163812315	-0.0198
"Intelligence,WHRadjBMI"	Sigmoid Intestine	0.000292671	0.001893082	0.4385682	0.9245492	0.014781367	0.095610181	-0.0198
"Intelligence,WHRadjBMI"	Transverse Intestine	0.001644737	0.002062791	0.21262797	0.772711	0.08306753	0.104181343	-0.0198
"Intelligence,WHRadjBMI"	Esophagus Mucosa	0.001350602	0.001916339	0.24047277	0.772711	0.068212227	0.096784776	-0.0198
"Intelligence,WHRadjBMI"	Esophagus Muscularis	-0.002893192	0.002065534	0.080652	0.772711	-0.146120826	0.104319906	-0.0198
"Intelligence,WHRadjBMI"	Heart A. Appen.	0.003947451	0.002919025	0.08813669	0.772711	0.199366233	0.147425479	-0.0198
"Intelligence,WHRadjBMI"	Heart Left Vent.	-0.002905679	0.003572431	0.20800531	0.772711	-0.146751477	0.180425814	-0.0198
"Intelligence,WHRadjBMI"	Liver	-0.000948028	0.001042405	0.18155305	0.772711	-0.047880212	0.05264672	-0.0198
"Intelligence,WHRadjBMI"	Lung	0.001344601	0.001438867	0.17502666	0.772711	0.06790912	0.072670033	-0.0198
"Intelligence,WHRadjBMI"	Min. Salivary Gland	0.000756129	0.001125088	0.25077201	0.772711	0.03818835	0.05682263	-0.0198
"Intelligence,WHRadjBMI"	Muscle Skeletal	0.001143238	0.001642661	0.24322469	0.772711	0.05773929	0.082962662	-0.0198
"Intelligence,WHRadjBMI"	Tibial Nerve	-0.0023219	0.002098917	0.13431202	0.772711	-0.117267653	0.106005924	-0.0198
"Intelligence,WHRadjBMI"	Ovary	-0.00092603	0.001492485	0.26747687	0.772711	-0.0467692	0.075378038	-0.0198
"Intelligence,WHRadjBMI"	Pancreas	0.002717584	0.002011353	0.08832819	0.772711	0.137251697	0.101583503	-0.0198
"Intelligence,WHRadjBMI"	Pituitary	0.001709836	0.001612385	0.14447248	0.772711	0.086355362	0.081433603	-0.0198
"Intelligence,WHRadjBMI"	Prostate	0.000993788	0.001160671	0.19593839	0.772711	0.050191307	0.058619723	-0.0198
"Intelligence,WHRadjBMI"	Skin (sun unexposed)	-0.000944863	0.002254304	0.33755793	0.8076813	-0.047720342	0.113853748	-0.0198
"Intelligence,WHRadjBMI"	Skin (sun exposed)	-0.001158278	0.00263022	0.32983344	0.8076813	-0.058498909	0.132839413	-0.0198
"Intelligence,WHRadjBMI"	Spleen	-0.002814316	0.003407902	0.20445292	0.772711	-0.142137156	0.172116257	-0.0198
"Intelligence,WHRadjBMI"	Stomach	0.001048339	0.001684418	0.26684791	0.772711	0.052946389	0.085071628	-0.0198
"Intelligence,WHRadjBMI"	Testis	-0.00317555	0.00206695	0.06222678	0.772711	-0.16038129	0.104391391	-0.0198
"Intelligence,WHRadjBMI"	Thyroid	-0.000929597	0.001819864	0.30474354	0.8076813	-0.046949332	0.091912301	-0.0198
"Intelligence,WHRadjBMI"	Uterus	0.001441282	0.001449674	0.16006017	0.772711	0.072792001	0.073215876	-0.0198
"Intelligence,WHRadjBMI"	Vagina	-0.000690124	0.001692322	0.34171133	0.8076813	-0.034854736	0.085470781	-0.0198
"Intelligence,WHRadjBMI"	Whole Blood	-0.002808269	0.001449728	0.02636651	0.772711	-0.141831763	0.073218579	-0.0198
"Intelligence,WHRadjBMI"	AllTissues	-0.003184771	0.002389566	0.09130168	1	-0.160847011	0.120685161	-0.0198
"Intelligence,Reaction Time"	Adipose Sub.	0.001242475	0.001736473	0.23714513	0.9402551	0.050713245	0.070876467	-0.0245
"Intelligence,Reaction Time"	Adipose Visc.	-0.000473556	0.001569012	0.38139554	0.9402551	-0.019328797	0.064041312	-0.0245
"Intelligence,Reaction Time"	Adrenal Gland	-0.002399707	0.001827038	0.09451725	0.9215432	-0.097947205	0.074572994	-0.0245
"Intelligence,Reaction Time"	Aorta Artery	0.000154987	0.001834938	0.46634369	0.9687653	0.00632598	0.074895411	-0.0245
"Intelligence,Reaction Time"	Coronary Artery	-0.002117354	0.001081729	0.02515142	0.9215432	-0.086422615	0.044152196	-0.0245
"Intelligence,Reaction Time"	Tibial Artery	0.001730038	0.001513075	0.12643782	0.9402551	0.070613803	0.061758144	-0.0245
"Intelligence,Reaction Time"	Brain Limbic	-0.000698587	0.001514518	0.32230596	0.9402551	-0.028513755	0.06181707	-0.0245
"Intelligence,Reaction Time"	Brain Cortex	0.001177723	0.001474392	0.2122074	0.9402551	0.048070334	0.060179278	-0.0245
"Intelligence,Reaction Time"	Brain Basal Ganglia	0.000863907	0.001336034	0.25893876	0.9402551	0.035261524	0.054532013	-0.0245
"Intelligence,Reaction Time"	Brain Cereb.	-0.000549136	0.001890804	0.38574568	0.9402551	-0.022413715	0.077175652	-0.0245
"Intelligence,Reaction Time"	Brain Spinal Cord	-0.000433894	0.00104679	0.33925426	0.9402551	-0.01770995	0.042726133	-0.0245
"Intelligence,Reaction Time"	Brain Subst. Nigra	0.001965405	0.001089462	0.03561454	0.9215432	0.080220601	0.044467833	-0.0245
"Intelligence,Reaction Time"	Breast	0.000675522	0.001738628	0.34880917	0.9402551	0.027572333	0.070964413	-0.0245
"Intelligence,Reaction Time"	LCLs	-0.00082425	0.001505782	0.29205529	0.9402551	-0.033642874	0.061460479	-0.0245
"Intelligence,Reaction Time"	Fibroblasts	0.001350759	0.002043248	0.25427919	0.9402551	0.05513302	0.083397891	-0.0245
"Intelligence,Reaction Time"	Sigmoid Intestine	-0.003727319	0.003157035	0.11887307	0.9402551	-0.152135452	0.128858563	-0.0245
"Intelligence,Reaction Time"	Transverse Intestine	-0.001840515	0.001401196	0.094502	0.9215432	-0.075123055	0.057191677	-0.0245
"Intelligence,Reaction Time"	Esophagus Mucosa	0.00123855	0.001299636	0.17029568	0.9402551	0.050553048	0.053046363	-0.0245
"Intelligence,Reaction Time"	Esophagus Muscularis	0.000138116	0.001963616	0.47196259	0.9687653	0.005637367	0.080147579	-0.0245
"Intelligence,Reaction Time"	Heart A. Appen.	0.000708102	0.001881725	0.35334511	0.9402551	0.028902139	0.076805105	-0.0245
"Intelligence,Reaction Time"	Heart Left Vent.	-0.002418822	0.001760628	0.08474562	0.9215432	-0.098727424	0.07186237	-0.0245
"Intelligence,Reaction Time"	Liver	-0.000740149	0.001142681	0.25857967	0.9402551	-0.03021017	0.046640039	-0.0245
"Intelligence,Reaction Time"	Lung	-0.000155887	0.001473799	0.45788166	0.9687653	-0.006362715	0.060155048	-0.0245
"Intelligence,Reaction Time"	Min. Salivary Gland	0.001247804	0.000841593	0.06908111	0.9215432	0.050930789	0.034350735	-0.0245
"Intelligence,Reaction Time"	Muscle Skeletal	0.000853638	0.001687256	0.30645197	0.9402551	0.034842354	0.068867576	-0.0245
"Intelligence,Reaction Time"	Tibial Nerve	0.001719812	0.001877323	0.17980779	0.9402551	0.070196388	0.076625426	-0.0245
"Intelligence,Reaction Time"	Ovary	0.0002312	0.001134209	0.41923831	0.9687653	0.009436728	0.046294224	-0.0245
"Intelligence,Reaction Time"	Pancreas	0.001300372	0.001217542	0.14275328	0.9402551	0.05307642	0.049695584	-0.0245
"Intelligence,Reaction Time"	Pituitary	-3.00E-05	0.00122183	0.49019632	0.9803926	-0.001225653	0.049870623	-0.0245
"Intelligence,Reaction Time"	Prostate	0.00031895	0.001094374	0.38535557	0.9402551	0.013018347	0.04466831	-0.0245
"Intelligence,Reaction Time"	Skin (sun unexposed)	-0.000260122	0.001627137	0.43649373	0.9687653	-0.010617228	0.066413733	-0.0245
"Intelligence,Reaction Time"	Skin (sun exposed)	0.000640709	0.002008139	0.37484207	0.9402551	0.026151374	0.081964873	-0.0245
"Intelligence,Reaction Time"	Spleen	-0.000977621	0.001956135	0.30861787	0.9402551	-0.039902912	0.079842255	-0.0245
"Intelligence,Reaction Time"	Stomach	0.002434382	0.001444914	0.04601415	0.9215432	0.099362531	0.058976066	-0.0245
