Trait	Tissue	TCSC_h2ge(t')	TCSC_JKSE	TCSC_JKP	TCSC_FDR	pi_(t')	pi_(t')_SE
IBD	Aorta Artery	-0.015081269	0.015404702	0.836211076	0.918851015	-0.047040766	0.0480496
IBD	Coronary Artery	-0.006875549	0.01089359	0.736030574	0.918851015	-0.02144588	0.033978758
IBD	Tibial Artery	0.035833051	0.030998144	0.123845879	0.77101572	0.111768717	0.096687909
IBD	Brain Limbic	7.15E-05	0.010910397	0.497386716	0.918851015	0.000222924	0.034031181
IBD	Brain Cortex	-0.005502157	0.007676524	0.763236144	0.918851015	-0.017162061	0.023944243
IBD	Brain Basal Ganglia	-0.003210316	0.00908694	0.638064103	0.918851015	-0.010013462	0.028343543
IBD	Brain Cereb.	0.007380771	0.010482781	0.240689845	0.782241997	0.023021744	0.032697382
IBD	Brain Spinal Cord	0.000698753	0.007537014	0.463067146	0.908711027	0.002179518	0.023509088
IBD	Brain Subst. Nigra	-0.002720343	0.006351548	0.665782214	0.918851015	-0.008485163	0.019811443
IBD	Breast	0.015191018	0.01627353	0.175286045	0.77101572	0.047383087	0.050759606
IBD	LCLs	0.013025168	0.013108711	0.160202274	0.77101572	0.040627474	0.040888058
IBD	Fibroblasts	0.018042751	0.017254791	0.147857602	0.77101572	0.056278075	0.05382031
IBD	Sigmoid Intestine	0.002044804	0.013499315	0.439800667	0.908711027	0.006378052	0.042106411
IBD	Transverse Intestine	-0.011198778	0.009870163	0.87173045	0.918851015	-0.034930685	0.030786534
IBD	Esophagus Mucosa	-0.00624747	0.012060081	0.697780928	0.918851015	-0.019486806	0.037617222
IBD	Esophagus Muscularis	0.002914206	0.014385148	0.419729966	0.908711027	0.009089849	0.044869456
IBD	Heart A. Appen.	0.008423116	0.011769499	0.237096553	0.782241997	0.026272976	0.036710852
IBD	Heart Left Vent.	0.002655768	0.011426513	0.408105319	0.908711027	0.008283742	0.035641028
IBD	Liver	0.017786183	0.01132282	0.058111516	0.77101572	0.0554778	0.035317593
IBD	Lung	0.015348744	0.016623876	0.177926705	0.77101572	0.04787506	0.051852389
IBD	Min. Salivary Gland	0.001101592	0.012912123	0.466005655	0.908711027	0.003436033	0.040274868
IBD	Muscle Skeletal	-0.00198426	0.011843949	0.566524926	0.918851015	-0.006189209	0.036943074
IBD	Tibial Nerve	-0.00455937	0.013066711	0.636429144	0.918851015	-0.014221366	0.040757051
IBD	Ovary	-1.28E-02	0.00653227	0.974753573	0.974753573	-0.039848982	0.020375139
IBD	Pancreas	-0.004025736	0.013857583	0.614286117	0.918851015	-0.012556882	0.043223902
IBD	Pituitary	-0.010933211	0.010027782	0.862207734	0.918851015	-0.034102341	0.031278172
IBD	Prostate	-0.010261652	0.009066537	0.871144102	0.918851015	-0.032007648	0.028279903
IBD	Skin (sun unexposed)	0.022598036	0.017893458	0.103308667	0.77101572	0.0704867	0.055812409
IBD	Skin (sun exposed)	0.013778075	0.017041238	0.209397451	0.782241997	0.042975905	0.053154205
IBD	Spleen	-0.011154969	0.010474603	0.8565516	0.918851015	-0.034794038	0.032671873
IBD	Stomach	0.006916319	1.73E-02	0.344806804	0.902046489	0.021573049	0.054016416
IBD	Testis	0.020647601	0.015741588	0.094817552	0.77101572	0.064402999	0.049100401
IBD	Thyroid	-0.016729634	0.011952311	0.919198225	0.943387652	-0.052182266	0.037281069
IBD	Uterus	-0.005511148	0.006705245	0.794437624	0.918851015	-0.017190106	0.020914677
IBD	Vagina	-0.002496485	0.01076994	0.591653799	0.918851015	-0.007786916	0.033593075
IBD	Whole Blood	0.04401554	0.020166346	0.014531777	0.566739316	0.13729114	0.062901891
IBD	AllTissues	0.120548858	0.016868766	4.46E-13	NA	0.376010162	0.052616239
Vitamin D	Adipose Sub.	-0.008712454	0.007239551	0.885599331	0.995644066	-0.101307605	0.084180822
Vitamin D	Adipose Visc.	0.015633792	0.016193535	0.167163692	0.866032561	0.181788279	0.188296914
Vitamin D	Adrenal Gland	0.009453603	0.009078676	0.148868753	0.866032561	0.109925612	0.105566002
Vitamin D	Aorta Artery	0.002271483	0.00274293	0.203800494	0.866032561	0.026412591	0.031894536
Vitamin D	Coronary Artery	-0.00579839	0.002321584	0.993748161	0.995644066	-0.067423144	0.02699516
Vitamin D	Tibial Artery	-0.002104486	0.002998916	0.75858212	0.995644066	-0.024470771	0.034871121
Vitamin D	Brain Limbic	-0.005792933	0.002262133	0.994778855	0.995644066	-0.067359692	0.026303867
Vitamin D	Brain Cortex	-0.00032636	0.002061795	0.562885562	0.995644066	-0.003794884	0.023974362
Vitamin D	Brain Basal Ganglia	-2.74E-03	0.003398961	0.79021901	0.995644066	-0.031902069	0.0395228
Vitamin D	Brain Cereb.	1.99E-03	0.004138887	0.315645326	0.866032561	0.023096482	0.04812659
Vitamin D	Brain Spinal Cord	2.24E-03	0.001750595	0.100633808	0.866032561	2.60E-02	0.02035575
Vitamin D	Brain Subst. Nigra	0.000548142	0.001983762	0.391153363	0.866032561	0.00637374	0.023066998
Vitamin D	Breast	-0.003123	0.002686075	0.877516853	0.995644066	-0.03631395	0.031233429
Vitamin D	LCLs	0.000262413	0.00133204	0.421913299	0.866032561	0.00305132	0.015488837
Vitamin D	Fibroblasts	0.001139652	0.002816371	0.342866355	0.866032561	0.013251772	0.032748496
Vitamin D	Sigmoid Intestine	2.75E-03	0.004851486	0.285431844	0.866032561	0.031973548	0.05641263
Vitamin D	Transverse Intestine	0.001979272	0.003403301	0.280426747	0.866032561	0.023014794	0.039573269
Vitamin D	Esophagus Mucosa	0.001838632	0.00617293	0.382907301	0.866032561	0.021379442	0.07177826
Vitamin D	Esophagus Muscularis	-0.008404331	0.003203897	0.995644066	0.995644066	-0.097724784	0.037254621
Vitamin D	Heart A. Appen.	-0.007695368	0.003656929	0.982324947	0.995644066	-0.089481022	0.042522434
Vitamin D	Heart Left Vent.	0.003003196	0.002700616	0.133060231	0.866032561	0.034920879	0.031402506
Vitamin D	Liver	0.011558616	0.006675008	0.041670109	0.866032561	0.134402514	0.077616375
Vitamin D	Lung	-0.002479914	0.002420411	0.847220217	0.995644066	-0.028836209	0.028144313
Vitamin D	Min. Salivary Gland	0.003229033	0.00616695	0.3002774	0.866032561	0.037546893	0.071708725
Vitamin D	Muscle Skeletal	-4.94E-03	0.002253988	0.985731624	0.995644066	-0.057393547	0.026209164
Vitamin D	Tibial Nerve	-0.002566319	0.004228017	0.728067667	0.995644066	-0.029840917	0.049162991
Vitamin D	Ovary	-7.75E-04	0.002311297	0.631283668	0.995644066	-0.009010163	0.026875543
Vitamin D	Pancreas	0.003973256	0.005974293	0.253006454	0.866032561	0.04620065	0.069468522
Vitamin D	Pituitary	-0.005642919	0.003379386	0.952521108	0.995644066	-0.065615335	0.039295188
Vitamin D	Prostate	-0.004152673	0.003437068	0.886515243	0.995644066	-0.0482869	0.039965912
Vitamin D	Skin (sun unexposed)	2.62E-02	0.018841014	0.0821826	0.866032561	0.304641492	0.219081554
Vitamin D	Skin (sun exposed)	-0.007418544	0.008775187	0.801056269	0.995644066	-0.086262139	0.102037052
Vitamin D	Spleen	-0.004197117	0.004547696	0.821973079	0.995644066	-0.048803683	0.05288019
Vitamin D	Stomach	0.004390286	0.003275414	0.090061549	0.866032561	0.051049843	0.038086208
Vitamin D	Testis	0.000550408	0.002222868	0.402217497	0.866032561	0.00640009	0.025847304
Vitamin D	Thyroid	0.009127025	0.013325347	0.246691802	0.866032561	0.106128192	0.154945892
Vitamin D	Uterus	-0.002952098	0.002235411	0.906683648	0.995644066	-0.034326716	0.025993151
Vitamin D	Vagina	-0.002092604	0.002655815	0.784631989	0.995644066	-0.024332601	0.030881569
Vitamin D	Whole Blood	-1.36E-03	0.002703556	0.692652517	0.995644066	-0.0158247	0.031436695
Vitamin D	AllTissues	0.018856437	0.003477533	2.94E-08	NA	0.2192609	0.040436429
MDD	Adipose Sub.	-0.001627369	0.001649585	0.83806406	0.899334471	-0.022353973	0.022659135
MDD	Adipose Visc.	9.37E-05	0.00180693	0.47933179	0.899334471	0.001286462	0.024820461
MDD	Adrenal Gland	-0.002124193	0.001267859	0.953073831	0.953073831	-0.029178474	0.017415643
MDD	Aorta Artery	-0.001564767	0.001784167	0.809764715	0.899334471	-0.02149405	0.024507783
MDD	Coronary Artery	-1.08E-03	0.001255533	0.805817416	0.899334471	-0.01487645	0.017246339
MDD	Tibial Artery	-0.000469152	0.001928513	0.596102328	0.899334471	-0.006444392	0.02649057
MDD	Brain Limbic	-0.001873522	0.001783761	0.853214755	0.899334471	-0.025735198	0.024502218
MDD	Brain Cortex	1.69E-03	0.001419822	0.117415921	0.654174417	0.023169707	0.019503055
MDD	Brain Basal Ganglia	-0.0002756	0.001757208	0.562314391	0.899334471	-0.003785713	0.02413747
MDD	Brain Cereb.	3.05E-03	0.002024961	0.065796102	0.641511998	0.041941525	0.027815397
MDD	Brain Spinal Cord	-8.11E-05	0.001326418	0.524368772	0.899334471	-0.001113635	0.018220029
MDD	Brain Subst. Nigra	8.22E-05	0.00096004	0.465902086	0.899334471	0.001128511	0.013187366
MDD	Breast	-6.00E-04	0.001696763	0.638266572	0.899334471	-0.008246765	0.02330719
MDD	LCLs	-0.000720633	0.000843149	0.803639237	0.899334471	-0.009898803	0.011581716
MDD	Fibroblasts	-0.00128379	0.002277136	0.713546026	0.899334471	-0.017634481	0.031279344
MDD	Sigmoid Intestine	0.004237339	0.002143919	0.024052174	0.469017384	0.058205212	0.02944944
MDD	Transverse Intestine	0.002027833	0.001604473	0.103139758	0.654174417	0.027854848	0.022039467
MDD	Esophagus Mucosa	0.000430229	0.001561419	0.391451843	0.899334471	0.005909734	0.021448059
MDD	Esophagus Muscularis	-0.001666757	0.00183509	0.818132164	0.899334471	-0.022895014	0.025207282
MDD	Heart A. Appen.	6.87E-04	0.001614767	0.335249925	0.899334471	0.009437115	0.02218086
MDD	Heart Left Vent.	7.97E-04	0.001611839	0.310454376	0.899334471	0.01094994	0.022140646
MDD	Liver	0.001504952	0.001623827	0.177016987	0.86295781	0.020672411	0.022305314
MDD	Lung	0.002987878	0.001890115	0.05696279	0.641511998	0.041042282	0.025963112
MDD	Min. Salivary Gland	-0.000291845	0.000873425	6.31E-01	0.899334471	-0.004008862	0.011997595
MDD	Muscle Skeletal	2.81E-03	0.002042087	0.084398718	0.654174417	0.038599885	0.028050649
MDD	Tibial Nerve	0.000331343	0.001876454	0.429919475	0.899334471	0.004551412	0.025775472
MDD	Ovary	-0.000673432	0.000957121	0.759159627	0.899334471	-0.009250445	0.013147271
MDD	Pancreas	-0.000393754	0.001453805	0.606744448	0.899334471	-0.005408711	0.019969846
MDD	Pituitary	0.001063196	0.001594246	0.252419455	0.899334471	0.014604336	0.021898988
MDD	Prostate	-3.25E-06	0.001501561	0.500863701	0.899334471	-4.47E-05	0.020625838
MDD	Skin (sun unexposed)	-1.02E-03	0.002001097	0.695539068	0.899334471	-0.014063012	0.027487595
MDD	Skin (sun exposed)	-0.002866109	0.001892066	0.935089025	0.953073831	-0.039369635	0.025989913
MDD	Spleen	-0.001126768	0.001615808	0.757205092	0.899334471	-0.015477585	0.022195166
MDD	Stomach	0.000439886	0.001874183	0.407217632	0.899334471	0.00604239	0.025744269
MDD	Testis	-9.41E-05	0.001645068	0.522811663	0.899334471	-0.001292815	0.022597093
MDD	Thyroid	0.000744102	0.002135641	3.64E-01	0.899334471	0.010221181	0.029335724
MDD	Uterus	-0.000591576	0.001043062	0.714694982	0.899334471	-0.008126047	0.014327779
MDD	Vagina	-0.00109722	0.001062787	0.849057517	0.899334471	-0.01507171	0.014598717
MDD	Whole Blood	0.004929091	0.001632385	0.001265694	0.049362081	0.067707294	0.022422872
MDD	AllTissues	0.006373918	0.00199501	0.000699322	NA	0.087553821	0.027403982
Radial Diffusivity	Adipose Sub.	0.00142325	0.013874557	0.459148224	0.76765206	0.004127754	0.040239434
Radial Diffusivity	Adipose Visc.	-0.004305929	0.01065954	0.656875521	0.883384322	-0.012488193	0.030915141
Radial Diffusivity	Adrenal Gland	-0.016654423	1.08E-02	0.937684684	0.964873582	-0.048301691	0.031454113
Radial Diffusivity	Aorta Artery	0.003813327	0.015832081	4.05E-01	0.76765206	0.011059534	0.045916709
Radial Diffusivity	Coronary Artery	0.00384614	0.00892399	0.333238246	0.76765206	0.011154698	0.025881641
Radial Diffusivity	Tibial Artery	0.0290389	0.01760137	4.95E-02	0.52627143	0.084219548	0.051048056
Radial Diffusivity	Brain Limbic	-0.00714905	0.014115789	0.693732313	0.901852007	-0.020733904	0.040939063
Radial Diffusivity	Brain Cortex	-2.14E-03	0.013619843	0.562440739	0.812414401	-6.21E-03	0.039500704
Radial Diffusivity	Brain Basal Ganglia	0.039349296	0.028134554	0.080964835	0.52627143	0.114122087	0.081596733
Radial Diffusivity	Brain Cereb.	0.020769425	0.01414708	0.071037598	0.52627143	0.060236152	0.041029814
Radial Diffusivity	Brain Spinal Cord	0.008458672	0.012448813	0.248418095	0.76765206	0.024532112	0.036104447
Radial Diffusivity	Brain Subst. Nigra	0.006541202	0.013476417	0.313702928	0.76765206	0.018971002	0.039084737
Radial Diffusivity	Breast	6.54E-03	0.016080248	0.34219286	0.76765206	0.018957053	0.04663645
Radial Diffusivity	LCLs	0.009157869	0.008917412	0.152218521	0.76765206	0.026559944	0.025862565
Radial Diffusivity	Fibroblasts	-0.004303044	0.012401123	0.635699944	0.883384322	-0.012479827	0.035966133
Radial Diffusivity	Sigmoid Intestine	0.022399695	0.012336565	0.034706995	0.52627143	0.064964312	0.0357789
Radial Diffusivity	Transverse Intestine	0.011004978	0.012260919	0.1847086	0.76765206	0.031916991	0.035559509
Radial Diffusivity	Esophagus Mucosa	2.38E-02	0.011180248	0.016749114	0.52627143	6.89E-02	0.032425312
Radial Diffusivity	Esophagus Muscularis	0.001149071	0.013069653	0.46497052	0.76765206	0.003332573	0.037905026
Radial Diffusivity	Heart A. Appen.	-0.010168936	0.011955766	0.802489377	0.960498904	-0.029492275	0.034674495
Radial Diffusivity	Heart Left Vent.	-0.0141192	0.01221998	0.876040623	0.964873582	-0.040948957	0.035440776
Radial Diffusivity	Liver	0.001694889	0.00926944	0.427459029	0.76765206	0.004915573	0.026883527
Radial Diffusivity	Lung	-0.010097505	0.010516022	0.831523219	0.960498904	-0.029285108	0.030498903
Radial Diffusivity	Min. Salivary Gland	-0.011190913	0.006181879	0.964873582	0.964873582	-0.032456243	0.017928882
Radial Diffusivity	Muscle Skeletal	0.013759433	0.009674553	0.077479832	0.52627143	0.039905549	0.028058447
Radial Diffusivity	Tibial Nerve	-0.011246318	0.015363907	0.767914489	0.960498904	-0.032616931	0.044558894
Radial Diffusivity	Ovary	-0.013665436	0.007664031	0.962711822	0.964873582	-0.039632935	0.022227469
Radial Diffusivity	Pancreas	0.000824838	0.009691407	0.466086862	0.76765206	0.002392222	0.028107328
Radial Diffusivity	Pituitary	-1.35E-03	0.014453618	0.537212691	0.805819037	-0.00391581	0.041918845
Radial Diffusivity	Prostate	-0.015469605	0.00895654	0.957932807	0.964873582	-0.044865444	0.025976045
Radial Diffusivity	Skin (sun unexposed)	-0.012366984	0.01257245	0.837358019	0.960498904	-0.035867124	0.036463022
Radial Diffusivity	Skin (sun exposed)	0.000613525	0.018020323	0.486420125	0.76765206	0.001779365	0.052263119
Radial Diffusivity	Spleen	0.00475435	0.014314265	0.369891507	0.76765206	0.013788718	0.041514689
Radial Diffusivity	Stomach	0.000181156	0.009129847	0.492084654	0.76765206	0.000525393	0.026478675
Radial Diffusivity	Testis	0.006753777	0.014054274	0.315418287	0.76765206	0.019587521	0.040760657
Radial Diffusivity	Thyroid	0.001846507	0.015226834	0.451739934	0.76765206	0.005355297	0.044161352
Radial Diffusivity	Uterus	0.000723444	8.07E-03	0.464293535	0.76765206	0.002098156	0.023411
Radial Diffusivity	Vagina	0.005955226	0.006025193	0.16148142	0.76765206	0.017271539	0.017474458
Radial Diffusivity	Whole Blood	0.004663477	0.009711097	0.315534977	0.76765206	0.013525165	0.028164435
Radial Diffusivity	AllTissues	0.094800708	0.013932846	5.08E-12	NA	0.274944048	0.040408488
Total Cholesterol	Adipose Sub.	0.004115881	0.004531926	0.181887078	0.639774478	0.031491058	0.034674259
Total Cholesterol	Adipose Visc.	-0.009298875	0.004482248	0.980988226	0.999816217	-0.071146706	0.034294167
Total Cholesterol	Adrenal Gland	8.76E-04	0.003811675	0.409144844	0.69526811	0.006700188	0.029163546
Total Cholesterol	Aorta Artery	0.003246764	0.003136487	0.150297239	0.622541594	0.02484135	0.023997608
Total Cholesterol	Coronary Artery	0.000894132	0.004374676	0.419025101	0.69526811	0.006841101	0.033471125
Total Cholesterol	Tibial Artery	-6.74E-03	0.002798131	0.991958683	0.999816217	-0.051531738	0.021408804
Total Cholesterol	Brain Limbic	0.003015298	0.003667956	0.205519989	0.639774478	0.023070372	0.028063931
Total Cholesterol	Brain Cortex	1.93E-03	0.004129561	0.320232149	0.676403992	0.014756775	0.031595726
Total Cholesterol	Brain Basal Ganglia	-1.48E-03	0.003753585	0.652836603	0.89174082	-0.011286319	0.028719092
Total Cholesterol	Brain Cereb.	-2.24E-03	0.003895029	0.717590223	0.89174082	-0.017156535	0.029801293
Total Cholesterol	Brain Spinal Cord	1.06E-03	0.001787068	0.277235095	0.639774478	0.008081799	0.013673052
Total Cholesterol	Brain Subst. Nigra	-0.002846331	0.001588643	0.963407486	0.999816217	-0.021777592	0.012154878
Total Cholesterol	Breast	-0.000154331	0.006838377	0.509002696	0.735226117	-0.001180801	0.052321169
Total Cholesterol	LCLs	-0.001842173	0.002981265	0.731684776	0.89174082	-0.014094664	0.022809986
Total Cholesterol	Fibroblasts	8.43E-03	0.005432885	0.060444144	0.588517996	0.064473665	0.041567596
Total Cholesterol	Sigmoid Intestine	0.000181622	0.003861792	0.481244487	0.721866731	0.001389608	0.029546996
Total Cholesterol	Transverse Intestine	0.002275884	0.005779667	0.346873842	0.676403992	0.017413041	0.044220867
Total Cholesterol	Esophagus Mucosa	0.002668535	0.003666045	0.233335682	0.639774478	0.02041725	0.028049309
Total Cholesterol	Esophagus Muscularis	0.003364401	0.004698974	0.236999909	0.639774478	0.025741398	0.035952362
Total Cholesterol	Heart A. Appen.	0.001343843	0.004487429	0.382291341	0.69526811	0.01028189	0.034333808
Total Cholesterol	Heart Left Vent.	0.00683964	0.004761812	0.075451025	0.588517996	0.052330835	0.036433141
Total Cholesterol	Liver	0.018616536	0.005686307	0.000530326	0.020682714	0.142437154	0.043506557
Total Cholesterol	Lung	0.008460197	0.008494208	0.15962605	0.622541594	0.06472989	0.064990112
Total Cholesterol	Min. Salivary Gland	-0.009001715	0.002526911	0.999816217	0.999816217	-0.068873109	0.019333676
Total Cholesterol	Muscle Skeletal	0.001999986	0.003065846	2.57E-01	0.639774478	0.015302115	0.023457121
Total Cholesterol	Tibial Nerve	-0.003061807	0.003694326	0.796387314	0.941185007	-0.02342622	0.028265696
Total Cholesterol	Ovary	0.004317411	0.003511005	0.109408538	0.622541594	0.033032986	0.026863082
Total Cholesterol	Pancreas	0.005107648	0.004807277	0.144008341	0.622541594	0.039079175	0.036781005
Total Cholesterol	Pituitary	-0.001438691	0.002778039	0.697729028	0.89174082	-0.011007585	0.021255084
Total Cholesterol	Prostate	-0.003709203	0.002731434	0.912763234	0.999816217	-0.028379519	0.020898503
Total Cholesterol	Skin (sun unexposed)	0.000853836	0.005370872	0.436844149	0.69526811	0.006532795	0.041093131
Total Cholesterol	Skin (sun exposed)	0.009227841	0.00537172	0.04291146	0.557848977	0.07060322	0.04109962
Total Cholesterol	Spleen	0.012466663	0.011140419	0.131559852	0.622541594	0.095383799	0.085236565
Total Cholesterol	Stomach	0.011657748	0.006573237	0.038071545	0.557848977	0.089194703	0.050292559
Total Cholesterol	Testis	0.000397811	0.002912837	0.445684686	0.69526811	0.003043696	0.022286434
Total Cholesterol	Thyroid	0.001499709	0.003528906	0.335426215	0.676403992	0.011474435	0.027000043
Total Cholesterol	Uterus	-0.005947043	0.002313995	0.994915549	0.999816217	-0.045501479	0.017704633
Total Cholesterol	Vagina	-0.001520272	0.003153162	0.685147484	0.89174082	-0.011631767	0.024125186
Total Cholesterol	Whole Blood	2.64E-03	0.004506768	0.278876055	0.639774478	0.020212653	0.034481776
Total Cholesterol	AllTissues	0.068207483	0.011372943	1.00E-09	NA	0.521862917	0.087015629
ADHD	Adipose Sub.	7.57E-03	0.008042192	0.173217851	0.821835535	0.030556608	0.032454366
ADHD	Adipose Visc.	-4.07E-03	0.006775992	0.725761383	0.925158454	-0.01640795	0.027344599
ADHD	Adrenal Gland	0.006418067	0.00417867	0.062280029	0.821835535	0.02590019	0.016863073
ADHD	Aorta Artery	-0.000522719	0.008075862	0.525803942	0.920626781	-0.002109438	0.032590243
ADHD	Coronary Artery	-0.005508834	0.00402819	0.914276719	0.963697082	-0.022230968	0.016255812
ADHD	Tibial Artery	-0.001200303	0.006710429	0.570980608	0.920626781	-0.004843837	0.027080019
ADHD	Brain Limbic	-0.000957602	0.004973672	0.576338142	0.920626781	-0.003864416	0.020071315
ADHD	Brain Cortex	3.05E-03	0.004167035	0.231799766	0.821835535	0.012325085	0.016816124
ADHD	Brain Basal Ganglia	0.000862064	0.005433262	0.436966714	0.920626781	0.003478871	0.021925996
ADHD	Brain Cereb.	0.00792841	0.006774913	0.120948159	0.821835535	0.031995198	0.027340245
ADHD	Brain Spinal Cord	0.002620137	0.003571082	0.231562878	0.821835535	0.010573595	0.014411145
ADHD	Brain Subst. Nigra	-0.00373848	0.003119656	0.884612144	0.958497799	-0.015086682	0.012589409
ADHD	Breast	0.003882059	0.006070211	0.261240358	0.849031163	0.015666097	0.024496413
ADHD	LCLs	-0.006152881	0.002954936	0.981339662	0.984995635	-0.024830029	0.01192468
ADHD	Fibroblasts	-0.002774189	0.008676192	0.625420037	0.920626781	-0.011195274	0.035012883
ADHD	Sigmoid Intestine	0.005211281	0.006188326	0.199861872	0.821835535	0.021030188	0.024973068
ADHD	Transverse Intestine	-0.006270647	0.0058618	0.85763355	0.958497799	-0.025305275	0.023655368
ADHD	Esophagus Mucosa	0.001955763	0.006420062	0.380322803	0.872505255	0.007892508	0.025908242
ADHD	Esophagus Muscularis	-0.003595389	0.007787145	0.677854709	0.925158454	-0.014509236	0.031425121
ADHD	Heart A. Appen.	-0.002407114	0.006850009	0.637357002	0.920626781	-0.009713939	0.027643297
ADHD	Heart Left Vent.	-0.000752682	0.005814251	0.551501077	0.920626781	-0.003037459	0.023463483
ADHD	Liver	0.004615226	0.004476662	0.151281525	0.821835535	0.018624802	0.018065624
ADHD	Lung	-0.011741137	0.005410724	0.984995635	0.984995635	-0.047381505	0.021835045
ADHD	Min. Salivary Gland	-0.002662025	0.003405106	0.782826384	0.925158454	-0.010742634	0.01374135
ADHD	Muscle Skeletal	0.002416249	0.005106231	0.318036622	0.872505255	0.009750802	0.020606259
ADHD	Tibial Nerve	0.004412038	0.007787063	0.285497903	0.856493708	0.017804833	0.031424792
ADHD	Ovary	-0.001423329	0.005768794	0.597441005	0.920626781	-0.00574386	0.023280041
ADHD	Pancreas	0.011269186	0.00683354	0.049563643	0.821835535	0.045476943	0.027576837
ADHD	Pituitary	-0.003484956	0.005164847	0.750081165	0.925158454	-0.014063583	0.020842806
ADHD	Prostate	0.006034544	0.005066253	0.116802132	0.821835535	0.024352477	0.020444927
ADHD	Skin (sun unexposed)	0.000654471	0.006463381	0.459672722	0.920626781	0.002641125	0.026083054
ADHD	Skin (sun exposed)	-0.007454139	0.006216132	0.884767199	0.958497799	-0.030081272	0.025085279
ADHD	Spleen	-0.00299738	0.005538968	0.705795869	0.925158454	-0.012095963	0.022352573
ADHD	Stomach	0.007960785	0.007134342	0.132245293	0.821835535	0.032125849	0.028790728
ADHD	Testis	0.002402413	0.00700764	0.365864047	0.872505255	0.009694968	0.02827942
ADHD	Thyroid	0.01065754	0.008276165	0.098918419	0.821835535	0.043008635	0.033398565
ADHD	Uterus	-0.002418805	0.003423989	0.760039265	0.925158454	-0.009761117	0.013817551
ADHD	Vagina	-0.000720627	0.003910528	0.573102556	0.920626781	-0.002908098	0.015780985
ADHD	Whole Blood	0.001844368	0.005093867	0.358647529	0.872505255	0.007442971	0.020556364
ADHD	AllTissues	0.020921558	0.008171504	0.005228987	NA	0.084429209	0.032976205
Monocyte Count	Adipose Sub.	0.00020043	0.007363376	0.489142211	0.999430965	0.001215462	0.044653586
Monocyte Count	Adipose Visc.	-0.009341148	0.006572964	0.922362985	0.999430965	-0.05664735	0.039860303
Monocyte Count	Adrenal Gland	-0.003371056	0.004983775	0.750608561	0.999430965	-0.020443031	0.030223016
Monocyte Count	Aorta Artery	0.003752294	0.007268339	0.302839268	0.862899935	0.022754964	0.044077255
Monocyte Count	Coronary Artery	0.001012144	0.004529764	0.411595362	0.968860942	0.006137927	0.027469765
Monocyte Count	Tibial Artery	-0.010970326	0.006811268	0.946368091	0.999430965	-0.066527142	0.041305447
Monocyte Count	Brain Limbic	-0.002821406	0.004882638	0.718315487	0.999430965	-0.0171098	0.029609689
Monocyte Count	Brain Cortex	-0.004637692	0.003309559	0.919438104	0.999430965	-0.02812427	0.0200701
Monocyte Count	Brain Basal Ganglia	-0.006333939	0.00416775	0.935713096	0.999430965	-0.038410787	0.025274411
Monocyte Count	Brain Cereb.	0.005690961	0.005406158	0.146243533	0.860519995	0.03451159	0.032784461
Monocyte Count	Brain Spinal Cord	1.49E-02	0.011236826	0.092827995	0.860519995	0.090190324	0.068143275
Monocyte Count	Brain Subst. Nigra	-4.77E-03	3.31E-03	0.925044612	0.999430965	-0.028913774	0.020081148
Monocyte Count	Breast	3.97E-03	0.006312902	0.264775383	0.860519995	0.024068348	0.038283214
Monocyte Count	LCLs	-4.21E-03	0.002946903	0.923307568	0.999430965	-0.025513795	0.017870846
Monocyte Count	Fibroblasts	1.58E-02	0.008172549	0.026960276	0.525725376	0.095526854	0.049560638
Monocyte Count	Sigmoid Intestine	-0.010382063	0.005464169	0.971285138	0.999430965	-0.06295975	0.033136259
Monocyte Count	Transverse Intestine	-0.011363959	0.006284074	0.964725884	0.999430965	-0.068914245	0.038108392
Monocyte Count	Esophagus Mucosa	0.009540332	0.008521957	0.131463402	0.860519995	0.057855258	0.051679542
Monocyte Count	Esophagus Muscularis	0.005154601	0.01038117	0.309758951	0.862899935	0.03125895	0.062954334
Monocyte Count	Heart A. Appen.	-0.006737206	0.005626529	0.884424647	0.999430965	-0.040856312	0.034120857
Monocyte Count	Heart Left Vent.	-0.00039478	0.004622798	0.534027695	0.999430965	-0.002394056	0.02803395
Monocyte Count	Liver	0.014591927	0.015464496	0.172693184	0.860519995	0.088489554	0.093781057
Monocyte Count	Lung	0.018260856	0.025833406	0.239823685	0.860519995	0.110738967	0.156661045
Monocyte Count	Min. Salivary Gland	-0.004883297	0.002777672	0.960630856	0.999430965	-0.02961369	0.016844583
Monocyte Count	Muscle Skeletal	-0.003471936	0.004145141	7.99E-01	0.999430965	-0.021054797	0.025137301
Monocyte Count	Tibial Nerve	0.022565098	0.025298262	0.186206553	0.860519995	0.136841104	0.153415782
Monocyte Count	Ovary	-0.00193782	0.003258074	0.724002923	0.999430965	-0.011751485	0.01975788
Monocyte Count	Pancreas	0.008749311	0.010403536	0.200175656	0.860519995	0.053058287	0.063089973
Monocyte Count	Pituitary	0.004534086	0.007145879	0.262876092	0.860519995	0.027495976	0.043334622
Monocyte Count	Prostate	-1.22E-02	3.75E-03	0.999430965	0.999430965	-0.074010823	0.022744826
Monocyte Count	Skin (sun unexposed)	3.01E-03	0.008461113	0.361081232	0.938811203	0.01824451	0.051310572
Monocyte Count	Skin (sun exposed)	-0.007554348	0.009954264	0.776045512	0.999430965	-0.045811689	0.060365458
