Trait	Tissue	TCSC_h2ge(t')	TCSC_JKSE	TCSC_JKP	TCSC_FDR	pi_(t')	pi_(t')_SE
Sleep Duration	Brain Basal Ganglia	0.001482785	0.003168561	0.319903724	0.733896778	0.020943296	0.04475369
Sleep Duration	Brain Cereb.	0.007627785	0.003905775	0.025412747	0.49554857	0.107737074	0.055166319
Sleep Duration	Brain Spinal Cord	0.003971139	0.004146851	0.169125237	0.677365294	0.056089539	0.058571335
Sleep Duration	Brain Subst. Nigra	4.14E-06	0.00252497	0.49934588	0.91802647	5.85E-05	0.035663412
Sleep Duration	Breast	0.007480275	0.003571498	0.01811057	0.49554857	0.1056536	0.050444888
Sleep Duration	LCLs	0.001661204	0.001841655	0.183523855	0.677365294	0.023463338	0.026012073
Sleep Duration	Fibroblasts	-0.003382538	0.002448903	0.916398345	0.997433379	-0.047775958	0.034589027
Sleep Duration	Sigmoid Intestine	-0.000984051	0.003732935	0.603960966	0.979202233	-0.013899019	0.05272507
Sleep Duration	Transverse Intestine	0.003248372	0.003459023	0.17383942	0.677365294	0.045880962	0.048856254
Sleep Duration	Esophagus Mucosa	0.001592099	0.004801713	0.370107406	0.759694148	0.022487269	0.067820804
Sleep Duration	Esophagus Muscularis	-0.006241328	0.003323773	0.969794659	0.997433379	-0.088154353	0.046945943
Sleep Duration	Heart A. Appen.	0.003043845	0.003548025	0.195474293	0.677365294	0.042992154	0.050113342
Sleep Duration	Heart Left Vent.	-0.003210356	0.002899744	0.865878382	0.997433379	-0.045344018	0.040956834
Sleep Duration	Liver	-0.001291973	0.001611803	7.89E-01	0.997433379	-0.018248211	0.022765581
Sleep Duration	Lung	0.001011563	0.005437702	0.426211521	0.831112466	0.014287615	0.076803698
Sleep Duration	Min. Salivary Gland	-0.003212683	0.001457305	0.986256718	0.997433379	-0.045376881	0.020583401
Sleep Duration	Muscle Skeletal	0.005139057	0.003506932	0.07140595	0.677365294	0.072585553	0.049532938
Sleep Duration	Tibial Nerve	-0.001337315	0.004009979	0.630620277	0.979202233	-0.018888623	0.056638125
Sleep Duration	Ovary	0.004013216	0.007272844	0.290539845	0.733896778	0.056683839	0.102723786
Sleep Duration	Pancreas	0.002716164	0.00318102	0.196589712	0.677365294	0.038363901	0.044929668
Sleep Duration	Pituitary	0.003285942	0.004590917	0.237073298	0.677365294	0.046411613	0.064843456
Sleep Duration	Prostate	-0.003526936	0.00238483	0.930417118	0.997433379	-0.049815477	0.033684033
Sleep Duration	Skin (sun unexposed)	-0.012283396	0.004389198	0.997433379	0.997433379	-0.1734943	0.061994325
Sleep Duration	Skin (sun exposed)	0.009210233	0.005652338	0.051608319	0.670908149	0.130088044	0.079835287
Sleep Duration	Spleen	-1.37E-03	0.002853372	0.683976627	0.987966239	-0.019298468	0.040301864
Sleep Duration	Stomach	-0.000913526	0.003350084	0.607453232	0.979202233	-0.012902905	0.047317574
Sleep Duration	Testis	-0.000234805	0.005242804	0.517861085	0.91802647	-0.003316449	0.074050906
Sleep Duration	Thyroid	-0.004535174	0.00261342	0.958659769	0.997433379	-0.064056136	0.036912712
Sleep Duration	Uterus	-0.004124878	0.001942918	0.983124428	0.997433379	-0.058260982	0.027442343
Sleep Duration	Vagina	-0.001337984	0.002066211	0.741363343	0.997433379	-0.018898076	0.029183774
Sleep Duration	Whole Blood	-0.002243122	0.002239852	0.84169782	0.997433379	-0.031682519	0.031636323
Sleep Duration	AllTissues	0.021693938	0.005131789	1.18E-05	NA	0.306411552	0.072482896
IGF1	Adipose Sub.	0.007533829	0.01288202	0.279330048	0.755242723	0.026186405	0.044775878
IGF1	Adipose Visc.	0.016146904	0.012681966	0.101470396	0.680167917	0.056124101	0.044080521
IGF1	Adrenal Gland	-0.006757697	0.00703358	0.831667688	0.999968638	-0.023488695	0.024447619
IGF1	Aorta Artery	0.008150987	0.010334041	0.215128737	0.699168396	0.028331549	0.035919503
IGF1	Coronary Artery	0.016877775	0.010592998	0.055546963	0.680167917	0.058664495	0.036819596
IGF1	Tibial Artery	-0.002599989	0.007395769	0.637412425	0.999968638	-0.009037153	0.025706532
IGF1	Brain Limbic	0.011510896	0.00908831	0.102656215	0.680167917	0.040010065	0.031589537
IGF1	Brain Cortex	0.011065044	0.009564703	0.123664307	0.688986853	0.038460356	0.033245404
IGF1	Brain Basal Ganglia	-0.009044421	0.00823363	0.864001019	0.999968638	-0.031436988	0.028618805
IGF1	Brain Cereb.	0.022413449	0.013186717	0.044593782	0.680167917	0.077905629	0.045834957
IGF1	Brain Spinal Cord	0.002525888	0.005745078	0.33009127	0.757268207	0.008779589	0.019968988
IGF1	Brain Subst. Nigra	-0.002546341	0.005124924	0.690354128	0.999968638	-0.008850682	0.017813432
IGF1	Breast	-0.00665588	0.009442823	7.60E-01	0.999968638	-0.023134792	0.032821769
IGF1	LCLs	-0.008619816	0.002603261	1.00E+00	0.999968638	-0.029961127	0.009048528
IGF1	Fibroblasts	0.004832969	0.006113581	2.15E-01	0.699168396	0.016798642	0.021249848
IGF1	Sigmoid Intestine	-0.016556732	0.006246796	9.96E-01	0.999968638	-0.0575486	0.021712882
IGF1	Transverse Intestine	-0.016595804	0.006661788	9.94E-01	0.999968638	-0.057684407	0.023155329
IGF1	Esophagus Mucosa	-0.016252779	0.007149358	0.988496557	0.999968638	-0.056492108	0.024850044
IGF1	Esophagus Muscularis	-0.009165935	0.011285351	7.92E-01	0.999968638	-0.031859351	0.039226108
IGF1	Heart A. Appen.	0.005465291	0.010851049	0.307248469	0.755242723	0.018996494	0.03771654
IGF1	Heart Left Vent.	0.009446707	0.013574781	2.43E-01	0.729736029	0.03283527	0.047183807
IGF1	Liver	0.050603417	0.026086501	2.62E-02	0.680167917	0.175889528	0.090672579
IGF1	Lung	0.00871573	0.009874577	1.89E-01	0.699168396	0.030294508	0.034322478
IGF1	Min. Salivary Gland	-0.01099695	0.003693482	0.998546446	0.999968638	-0.038223669	0.012837964
IGF1	Muscle Skeletal	0.006652434	0.007739519	1.95E-01	0.699168396	0.023122816	0.026901353
IGF1	Tibial Nerve	-0.006497609	0.009313182	7.57E-01	0.999968638	-0.02258467	0.032371159
IGF1	Ovary	-0.000253639	0.007030707	5.14E-01	0.991218017	-0.00088161	0.024437632
IGF1	Pancreas	0.001891387	0.007701442	0.403000337	0.873167398	0.006574163	0.026769003
IGF1	Pituitary	0.049829785	0.050329816	0.161071197	0.699168396	0.173200503	0.174938533
IGF1	Prostate	-0.021620112	0.005401897	0.999968638	0.999968638	-0.075148113	0.018776144
IGF1	Skin (sun unexposed)	-0.011415421	0.011882858	0.83163917	0.999968638	-0.039678211	0.041302947
IGF1	Skin (sun exposed)	0.022340017	0.01779314	0.104641218	0.680167917	0.077650389	0.061846159
IGF1	Spleen	-0.010754113	0.008126554	0.907137165	0.999968638	-0.037379606	0.028246625
IGF1	Stomach	-6.69E-03	0.005370406	0.893664635	0.999968638	-0.023263456	0.018666688
IGF1	Testis	-0.003371207	0.005666959	0.724040892	0.999968638	-0.011717786	0.01969746
IGF1	Thyroid	0.001123031	0.008312587	0.446266393	0.91602049	0.003903478	0.028893245
IGF1	Uterus	-0.008516653	0.005158227	0.950639021	0.999968638	-0.029602549	0.017929188
IGF1	Vagina	0.003624036	0.007302182	0.309843168	0.755242723	0.012596579	0.025381236
IGF1	Whole Blood	-0.000437172	0.005164069	5.34E-01	0.991218017	-0.001519542	0.017949494
IGF1	AllTissues	0.085398407	0.014702705	3.15E-09	NA	0.296831445	0.051104293
Risk Tolerance	Adipose Sub.	0.001032006	0.000972269	0.144244842	0.56955993	0.020077933	0.018915737
Risk Tolerance	Adipose Visc.	-0.000181809	0.000915583	0.578701072	0.892213482	-0.003537136	0.017812897
Risk Tolerance	Adrenal Gland	-0.00029445	0.000705309	0.661835023	0.892213482	-0.0057286	0.013721971
Risk Tolerance	Aorta Artery	-0.000391849	0.001007416	0.651348723	0.892213482	-0.007623517	0.019599528
Risk Tolerance	Coronary Artery	-0.000189751	0.000598912	0.624312023	0.892213482	-0.003691644	0.011651977
Risk Tolerance	Tibial Artery	-0.000498529	0.000750754	0.746666649	0.892866556	-0.009699001	0.014606118
Risk Tolerance	Brain Limbic	0.000633558	0.000800614	0.214372655	0.56955993	0.012326037	0.015576148
Risk Tolerance	Brain Cortex	-0.000191063	0.000461374	0.660605745	0.892213482	-0.003717171	0.008976139
Risk Tolerance	Brain Basal Ganglia	0.000557305	0.000673362	0.203935472	0.56955993	0.010842513	0.013100421
Risk Tolerance	Brain Cereb.	0.000717882	0.000925861	0.219061512	0.56955993	0.013966577	0.018012868
Risk Tolerance	Brain Spinal Cord	8.48E-05	0.000563375	0.440149508	0.892213482	0.00165056	0.010960606
Risk Tolerance	Brain Subst. Nigra	0.000375022	0.000535286	0.241775624	0.589328084	0.007296155	0.010414118
Risk Tolerance	Breast	0.001575005	0.000961413	0.050688026	0.56955993	0.030642122	0.018704535
Risk Tolerance	LCLs	-0.00017025	0.000403717	0.66338023	0.892213482	-0.003312258	0.007854423
Risk Tolerance	Fibroblasts	0.000360139	0.000813559	0.329001885	0.75476903	0.007006592	0.015827992
Risk Tolerance	Sigmoid Intestine	0.000929661	0.001016879	0.180298042	0.56955993	0.018086787	0.019783633
Risk Tolerance	Transverse Intestine	-0.000389502	0.000832967	6.80E-01	0.892213482	-0.007577865	0.016205588
Risk Tolerance	Esophagus Mucosa	-0.000577085	0.000834049	0.75550247	0.892866556	-0.011227338	0.016226632
Risk Tolerance	Esophagus Muscularis	0.001200276	0.001185234	0.155603886	0.56955993	0.023351677	0.023059035
Risk Tolerance	Heart A. Appen.	-0.000339096	0.000853786	0.654378138	0.892213482	-0.006597204	0.016610623
Risk Tolerance	Heart Left Vent.	0.002056096	0.00089605	0.010877443	0.424220277	0.04000186	0.017432888
Risk Tolerance	Liver	-6.74E-05	0.00046162	0.558075098	0.892213482	-0.00131203	0.008980927
Risk Tolerance	Lung	0.001303708	0.001185903	0.135810453	0.56955993	0.025363961	0.023072044
Risk Tolerance	Min. Salivary Gland	0.000450104	0.000457248	0.162465374	0.56955993	0.008756888	0.008895879
Risk Tolerance	Muscle Skeletal	0.0011002	0.000847743	0.097178187	0.56955993	0.021404674	0.016493056
Risk Tolerance	Tibial Nerve	-0.000628934	0.001116294	0.713423035	0.892866556	-0.012236077	0.021717789
Risk Tolerance	Ovary	0.000576935	0.000557614	0.150416339	0.56955993	0.011224414	0.010848519
Risk Tolerance	Pancreas	0.00062232	0.000653713	0.170554061	0.56955993	0.012107398	0.012718148
Risk Tolerance	Pituitary	-0.000654799	0.000653832	0.841702206	0.937896744	-0.012739274	0.012720469
Risk Tolerance	Prostate	-0.001450954	0.000563424	0.994991515	0.996299448	-0.028228683	0.010961561
Risk Tolerance	Skin (sun unexposed)	-0.002137425	0.000965473	0.986580881	0.996299448	-0.041584153	0.01878353
Risk Tolerance	Skin (sun exposed)	0.001285257	0.000941591	0.086128901	0.56955993	0.025005009	0.018318891
Risk Tolerance	Spleen	-0.000313498	0.00074283	0.663499145	0.892213482	-0.006099184	0.014451948
Risk Tolerance	Stomach	-0.00176531	0.000659131	0.996299448	0.996299448	-0.034344545	0.012823569
Risk Tolerance	Testis	-0.000351173	0.000723412	0.686318063	0.892213482	-0.006832166	0.014074156
Risk Tolerance	Thyroid	0.000222127	0.001057067	0.416781132	0.892213482	0.004321536	0.020565516
Risk Tolerance	Uterus	-0.000865026	0.000467077	0.967986969	0.996299448	-0.016829295	0.0090871
Risk Tolerance	Vagina	0.000424235	0.000465014	0.180804168	0.56955993	0.008253594	0.009046971
Risk Tolerance	Whole Blood	-0.000562692	0.000568477	0.838869772	0.937896744	-0.010947317	0.011059869
Risk Tolerance	AllTissues	0.003486042	0.000922633	7.89E-05	NA	0.067821831	0.017950066
Eosinophil Count	Adipose Sub.	0.010012058	0.0081364	0.109249952	0.334008893	0.05875621	0.047748826
Eosinophil Count	Adipose Visc.	-0.013653631	0.004512172	0.998760756	0.999834015	-0.080126945	0.026479881
Eosinophil Count	Adrenal Gland	-0.001085786	0.003439577	0.623875137	0.972233868	-0.006371985	0.020185313
Eosinophil Count	Aorta Artery	0.01467288	0.008980876	0.051151305	0.334008893	0.086108451	0.052704671
Eosinophil Count	Coronary Artery	-0.015141471	0.004218875	0.999834015	0.999834015	-0.088858397	0.024758657
Eosinophil Count	Tibial Artery	-0.006370942	0.005619026	0.871564181	0.98511542	-0.03738816	0.032975502
Eosinophil Count	Brain Limbic	0.001305437	0.005669324	0.408943587	0.791982932	0.007661017	0.033270679
Eosinophil Count	Brain Cortex	0.000351632	0.004061335	4.66E-01	0.825209085	0.002063566	0.023834125
Eosinophil Count	Brain Basal Ganglia	-0.001996564	0.004103935	0.686693629	0.972233868	-0.011716926	0.024084126
Eosinophil Count	Brain Cereb.	0.004795523	0.005257469	0.18084876	0.440818851	0.028142738	0.03085369
Eosinophil Count	Brain Spinal Cord	4.97E-03	0.003759271	0.093183261	0.334008893	0.029152099	0.02206145
Eosinophil Count	Brain Subst. Nigra	-2.47E-03	0.002356128	0.852770855	0.98511542	-0.014496154	0.013827043
Eosinophil Count	Breast	0.010317424	0.007020503	0.070833277	0.334008893	0.060548261	0.041200135
Eosinophil Count	LCLs	0.001016785	0.003229317	0.376433718	0.791982932	0.005967048	0.018951391
Eosinophil Count	Fibroblasts	0.006706228	0.004215599	0.05582587	0.334008893	0.0393558	0.024739431
Eosinophil Count	Sigmoid Intestine	-0.004279583	0.005359249	0.787721847	0.98511542	-0.025114924	0.031450993
Eosinophil Count	Transverse Intestine	-0.003924431	0.004180497	0.826069772	0.98511542	-0.023030699	0.024533436
Eosinophil Count	Esophagus Mucosa	0.007307777	0.005992672	0.111336298	0.334008893	0.042886015	0.035168262
Eosinophil Count	Esophagus Muscularis	-0.006575488	0.005499638	0.884077941	0.98511542	-0.038588546	0.032274872
Eosinophil Count	Heart A. Appen.	-0.002926638	0.005989704	0.687441579	0.972233868	-0.017175103	0.035150845
Eosinophil Count	Heart Left Vent.	0.013090242	0.006568889	0.023143676	0.300867787	0.076820671	0.038549819
Eosinophil Count	Liver	-0.001852657	0.00357175	0.698014059	0.972233868	-0.010872399	0.020960972
Eosinophil Count	Lung	0.007413617	0.007232436	0.152669504	0.396940711	0.043507145	0.042443873
Eosinophil Count	Min. Salivary Gland	-0.008627789	0.002743418	9.99E-01	0.999834015	-0.050632566	0.01609987
Eosinophil Count	Muscle Skeletal	0.013277981	0.005696977	0.009884425	0.192746281	0.077922422	0.033432964
Eosinophil Count	Tibial Nerve	-0.010787868	0.004437867	0.992468646	0.999834015	-0.063309084	0.02604382
Eosinophil Count	Ovary	-0.000134323	0.003573816	0.514990793	0.847804535	-0.000788278	0.020973097
Eosinophil Count	Pancreas	0.020314267	0.015878539	0.100386273	0.334008893	0.119215183	0.093183915
Eosinophil Count	Pituitary	0.007777517	0.005162361	0.065959002	0.334008893	0.045642705	0.030295546
Eosinophil Count	Prostate	0.004987527	0.004841437	0.151463955	0.396940711	0.029269523	0.028412188
Eosinophil Count	Skin (sun unexposed)	0.000819074	0.004417555	0.426452348	0.791982932	0.004806775	0.025924617
Eosinophil Count	Skin (sun exposed)	-0.004939262	0.004350333	0.871890994	0.98511542	-0.028986278	0.025530124
Eosinophil Count	Spleen	0.001702661	0.004864763	0.363169805	0.791982932	0.009992144	0.028549082
Eosinophil Count	Stomach	0.007393077	0.005474639	0.088440226	0.334008893	0.0433866	0.032128164
Eosinophil Count	Testis	0.006401395	0.00389183	0.050002531	0.334008893	0.03756687	0.022839376
Eosinophil Count	Thyroid	0.001222488	0.005684644	0.414863826	0.791982932	0.007174223	0.033360585
Eosinophil Count	Uterus	-0.00016082	0.002951605	0.521725867	0.847804535	-0.00094378	0.017321627
Eosinophil Count	Vagina	-0.002131291	0.002022513	0.854008987	0.98511542	-0.012507576	0.011869208
Eosinophil Count	Whole Blood	0.028390144	0.008825625	0.000648177	0.025278911	0.166608827	0.051793575
Eosinophil Count	AllTissues	8.72E-02	0.01074213	2.41E-16	NA	0.511646492	0.063040671
AST	Adipose Sub.	-0.001032439	0.003792792	0.607270054	0.868855573	-0.009096381	0.033416673
AST	Adipose Visc.	0.001726024	0.003335975	0.302439486	0.672168673	0.015207259	0.029391852
AST	Adrenal Gland	0.008988212	0.007358556	0.110955155	0.540906381	0.079191298	0.064833089
AST	Aorta Artery	0.002307926	0.002789314	0.204000291	0.568286525	0.020334154	0.024575452
AST	Coronary Artery	0.005192701	0.005016606	0.15031051	0.545065041	0.045750673	0.04419917
AST	Tibial Artery	0.004197804	0.003349191	0.105033983	0.540906381	0.03698506	0.029508291
AST	Brain Limbic	0.000126447	0.002921222	0.48273693	0.812334824	0.00111407	0.025737641
AST	Brain Cortex	-0.001599471	0.002057635	0.7815193	0.923613719	-0.014092257	0.018128947
AST	Brain Basal Ganglia	4.27E-03	0.003208733	0.091478481	0.540906381	0.037648353	0.028270778
AST	Brain Cereb.	-0.000929044	0.002102884	0.67068129	0.868855573	-0.008185411	0.018527615
AST	Brain Spinal Cord	0.001641501	0.001704136	0.16771232	0.545065041	0.01446256	0.015014417
AST	Brain Subst. Nigra	-0.000574807	0.001613687	0.639157327	0.868855573	-0.005064379	0.014217506
AST	Breast	0.007224202	0.006352354	0.127717289	0.545065041	0.063649359	0.055967873
AST	LCLs	0.001679036	0.001663237	0.156367718	0.545065041	0.014793269	0.014654072
AST	Fibroblasts	0.008376941	0.004422495	0.029101478	0.378319219	0.073805649	0.038964717
AST	Sigmoid Intestine	-0.003205239	0.002869585	0.867996354	0.940375896	-0.028239994	0.025282687
AST	Transverse Intestine	-0.000614665	0.002914651	0.583512629	0.868855573	-0.005415548	0.025679746
AST	Esophagus Mucosa	0.001680626	0.003162584	0.297567649	0.672168673	0.01480728	0.02786418
AST	Esophagus Muscularis	0.004803988	0.002734906	0.039497634	0.385101927	0.042325882	0.024096089
AST	Heart A. Appen.	0.00215401	0.003527985	0.270748914	0.672168673	0.01897806	0.031083571
AST	Heart Left Vent.	-0.002492099	0.00187898	0.907630489	0.940375896	-0.02195682	0.016554892
AST	Liver	0.008767156	0.002815354	0.000922688	0.035984818	0.077243668	0.024804881
AST	Lung	-1.40E-03	0.002823245	0.690628789	0.868855573	-0.012378336	0.024874405
AST	Min. Salivary Gland	-0.001055801	0.002203981	0.68404594	0.868855573	-0.009302216	0.019418336
AST	Muscle Skeletal	0.008414214	0.003734248	0.012121522	0.236369672	0.074134045	0.032900861
AST	Tibial Nerve	-0.001244115	0.003564166	0.636478645	0.868855573	-0.010961367	0.031402344
AST	Ovary	0.000153128	0.002231272	0.472642869	0.812334824	0.001349143	0.019658781
AST	Pancreas	0.000856959	0.002793997	0.379530395	0.779036075	0.0075503	0.024616713
AST	Pituitary	-0.002752125	0.001993758	0.916263693	0.940375896	-0.024247793	0.017566149
AST	Prostate	-0.008567611	0.00198661	0.999991936	0.999991936	-0.075485563	0.017503175
AST	Skin (sun unexposed)	8.86E-07	0.003477525	0.499898353	0.812334824	7.81E-06	0.030638983
AST	Skin (sun exposed)	0.002283168	0.004610656	0.310231695	0.672168673	0.020116016	0.040622518
AST	Spleen	0.004108353	0.003323924	0.108230268	0.540906381	0.036196943	0.029285678
AST	Stomach	0.0002311	0.002094772	0.456076913	0.812334824	0.002036123	0.018456144
AST	Testis	0.001857396	0.002134914	0.192147568	0.568286525	0.016364723	0.018809818
AST	Thyroid	0.000433684	0.002378997	0.42767487	0.812334824	0.003821003	0.020960329
AST	Uterus	-0.002375792	0.001880337	0.896793918	0.940375896	-0.020932092	0.016566848
AST	Vagina	-0.002193617	0.001629899	0.910826213	0.940375896	-0.019327019	0.014360345
AST	Whole Blood	-0.001601457	0.002238943	0.762780093	0.923613719	-0.014109756	0.019726368
AST	AllTissues	0.049835326	0.004733326	3.19E-26	NA	0.439077763	0.041703311
RBC width	Adipose Sub.	0.026046513	0.01347693	0.026638178	0.252860245	0.119919488	0.062048478
RBC width	Adipose Visc.	-0.004447913	0.010837931	0.659244623	0.878996591	-0.020478423	0.049898395
RBC width	Adrenal Gland	-0.004803309	0.003922091	0.889652187	0.964082945	-0.02211468	0.01805751
RBC width	Aorta Artery	-0.007142304	0.005950625	0.884981024	0.964082945	-0.032883534	0.027396984
RBC width	Coronary Artery	0.012356144	0.008873703	0.08189382	0.456265567	0.056888326	0.040854985
RBC width	Tibial Artery	-0.005458049	0.007515052	0.766167099	0.905470208	-0.025129137	0.034599689
RBC width	Brain Limbic	-0.002986185	0.004511897	0.745965335	0.905470208	-0.013748551	0.020773008
RBC width	Brain Cortex	0.009790446	0.006985899	0.08053855	0.456265567	0.045075716	0.03216344
RBC width	Brain Basal Ganglia	0.001278823	0.007319682	0.430653704	0.839774723	0.005887765	0.033700191
RBC width	Brain Cereb.	0.00177275	0.004798976	0.355914178	0.839774723	0.008161832	0.022094735
RBC width	Brain Spinal Cord	0.002252608	0.01003599	0.411202433	0.839774723	0.010371122	0.046206216
RBC width	Brain Subst. Nigra	-0.000332152	0.004097904	0.532300567	0.862867575	-0.001529246	0.018866963
RBC width	Breast	-0.003428046	0.00759481	0.674137431	0.878996591	-0.015782901	0.034966899
RBC width	LCLs	0.001023192	0.004120329	0.401940379	0.839774723	0.004710831	0.018970207
RBC width	Fibroblasts	0.007042823	0.007697663	0.180114168	0.540342503	0.032425522	0.035440437
RBC width	Sigmoid Intestine	-0.009253462	0.005898331	0.941655888	0.972680136	-0.042603416	0.02715622
RBC width	Transverse Intestine	0.010992227	0.011835214	0.176503367	0.540342503	0.05060878	0.054489934
RBC width	Esophagus Mucosa	-0.000212894	0.005166309	0.516435008	0.862867575	-0.000980174	0.023785952
RBC width	Esophagus Muscularis	0.007923586	0.006933617	0.126565369	0.467165853	0.036480596	0.03192273
RBC width	Heart A. Appen.	-2.59E-03	0.007624399	0.632912836	0.878996591	-0.01192025	0.035103125
RBC width	Heart Left Vent.	0.036793062	0.019927053	0.03241798	0.252860245	0.169397156	0.091745181
RBC width	Liver	0.016681288	0.005768168	0.001914258	0.037328029	0.076801509	0.026556942
RBC width	Lung	-0.001530265	0.007067573	0.585708451	0.878562677	-0.007045419	0.03253947
RBC width	Min. Salivary Gland	-0.008666511	0.005097982	0.955433472	0.972680136	-0.039901066	0.023471372
RBC width	Muscle Skeletal	-0.000720072	0.005391835	0.55312024	0.862867575	-0.003315249	0.024824286
RBC width	Tibial Nerve	0.004291265	0.009190156	0.32027088	0.832704288	0.019757205	0.042311953
RBC width	Ovary	0.001746942	0.0056223	0.378008067	0.839774723	0.008043009	0.025885359
RBC width	Pancreas	-0.000824766	0.00629341	0.552133046	0.862867575	-0.003797266	0.028975185
RBC width	Pituitary	0.000434797	0.00822401	0.478918037	0.862867575	0.002001829	0.037863765
RBC width	Prostate	-0.007729728	0.004022275	0.972680136	0.972680136	-0.035588065	0.018518763
RBC width	Skin (sun unexposed)	-0.007720821	0.01155473	0.747995667	0.905470208	-0.035547059	0.053198573
RBC width	Skin (sun exposed)	0.012245699	0.010219987	0.115417491	0.467165853	0.056379829	0.047053349
RBC width	Spleen	0.008828018	0.007571087	0.121803727	0.467165853	0.040644652	0.034857675
RBC width	Stomach	0.022687566	0.020291398	0.131764728	0.467165853	0.104454724	0.093422641
RBC width	Testis	0.012631123	0.006746181	0.030580005	0.252860245	0.058154343	0.031059765
RBC width	Thyroid	0.006551131	0.009502412	0.245280223	0.683280621	0.030161744	0.043749593
RBC width	Uterus	-0.002092451	0.004579037	0.676151224	0.878996591	-0.009633753	0.021082123
RBC width	Vagina	-0.004878324	0.003978676	0.889922718	0.964082945	-0.022460054	0.018318031
RBC width	Whole Blood	0.018722217	0.006363468	0.001629759	0.037328029	0.086198053	0.029297733
RBC width	AllTissues	0.147275889	0.01431618	4.02E-25	NA	0.678065789	0.065912432
Insomnia	Adipose Sub.	-0.001247566	0.001755966	0.761294606	0.951587352	-0.02835378	0.039908308
Insomnia	Adipose Visc.	-0.000561912	0.001264603	0.671601259	0.951587352	-0.012770737	0.028740976
Insomnia	Adrenal Gland	-0.000309516	0.000959375	0.626509374	0.951587352	-0.007034454	0.021803987
Insomnia	Aorta Artery	-0.000948986	0.001109992	0.80371025	0.951587352	-0.021567863	0.025227082
Insomnia	Coronary Artery	0.001623535	0.000952773	0.044189611	0.412441808	0.036898517	0.021653933
Insomnia	Tibial Artery	-0.001012754	0.001177205	0.805189298	0.951587352	-0.023017138	0.026754651
Insomnia	Brain Limbic	0.0013535	0.00102576	0.093499481	0.412441808	0.030761358	0.023312728
Insomnia	Brain Cortex	0.001215723	0.000733919	0.048812102	0.412441808	0.027630073	0.01667997
Insomnia	Brain Basal Ganglia	-0.001328657	0.000917593	0.926188659	0.973105396	-0.030196746	0.020854397
Insomnia	Brain Cereb.	-0.00084276	0.001137536	0.770612213	0.951587352	-0.019153645	0.0258531
Insomnia	Brain Spinal Cord	0.000403731	0.001131995	0.360675321	0.879146094	0.009175699	0.025727154
Insomnia	Brain Subst. Nigra	0.000684774	0.000721656	0.171337578	0.559899516	0.01556304	0.016401264
Insomnia	Breast	0.002636922	0.001349055	0.025312552	0.412441808	0.059930051	0.030660341
Insomnia	LCLs	0.001003338	0.000764648	0.094733788	0.412441808	0.022803132	0.017378372
Insomnia	Fibroblasts	6.09E-05	0.001527009	0.484093875	0.951587352	0.001384071	0.034704743
Insomnia	Sigmoid Intestine	0.002141704	0.001714148	0.10575431	0.412441808	0.048675092	0.038957904
Insomnia	Transverse Intestine	0.001057357	0.001356862	0.217911547	0.653734641	0.024030831	0.030837781
Insomnia	Esophagus Mucosa	-0.000288512	0.001080756	0.60524751	0.951587352	-0.00655708	0.024562631
Insomnia	Esophagus Muscularis	-0.001068619	0.001322909	0.790391358	0.951587352	-0.024286802	0.030066112
Insomnia	Heart A. Appen.	0.000991524	0.001521508	0.257306432	0.716782202	0.022534633	0.034579722
Insomnia	Heart Left Vent.	0.00043079	0.001162762	0.355509158	0.879146094	0.009790685	0.026426398
Insomnia	Liver	0.001795022	0.001311937	0.085621144	0.412441808	0.040795962	0.02981675
Insomnia	Lung	-0.000503758	0.001232783	0.65859621	0.951587352	-0.011449046	0.028017785
Insomnia	Min. Salivary Gland	-0.000807213	0.000573176	0.920481263	0.973105396	-0.018345754	0.01302673
Insomnia	Muscle Skeletal	-7.13E-05	0.001020227	0.527850587	0.951587352	-0.001620025	0.023186986
Insomnia	Tibial Nerve	-0.000169368	0.001312807	0.551326041	0.951587352	-0.003849279	0.029836528
Insomnia	Ovary	1.69E-04	0.000958191	0.429911461	0.951587352	0.00384582	0.021777063
Insomnia	Pancreas	1.82E-03	0.0013208	0.083610881	0.412441808	0.041460704	0.030018189
Insomnia	Pituitary	0.002095361	0.001583201	9.28E-02	0.412441808	0.047621831	0.035981836
Insomnia	Prostate	-0.000434719	0.001035672	6.63E-01	0.951587352	-0.009879974	0.023538008
Insomnia	Skin (sun unexposed)	0.001801877	0.001377268	0.095386137	0.412441808	0.040951761	0.031301556
Insomnia	Skin (sun exposed)	-1.43E-03	0.001469886	8.35E-01	0.958030962	-0.032569524	0.03340649
Insomnia	Spleen	0.001003921	0.001062118	1.72E-01	0.559899516	0.02281638	0.024139047
Insomnia	Stomach	-0.001648277	0.001012945	9.48E-01	0.973105396	-0.037460841	0.023021485
Insomnia	Testis	-0.0017013	0.001425709	0.88362412	0.973105396	-0.038665901	0.032402488
Insomnia	Thyroid	-0.001284389	0.001848122	7.56E-01	0.951587352	-0.029190659	0.042002767
Insomnia	Uterus	-0.00114304	0.000583812	9.75E-01	0.974878531	-0.025978188	0.013268463
Insomnia	Vagina	-0.000329228	0.000597932	0.709049438	0.951587352	-0.007482443	0.013589373
Insomnia	Whole Blood	-9.54E-06	9.98E-04	0.503812737	0.951587352	-0.000216826	0.022687092
