Trait_Nickname	Trait_Fullname	Tissue	TCSC_Cov	TCSC_CovSE	TCSC_CovP	TCSC_CovFDRP	TCSC_PropCov	TCSC_PropCovSE	TCSC_GenomeCov
Height,Menarche Age	UKB_460K.body_HEIGHTz,UKB_460K.repro_MENARCHE_AGE	Whole Blood	0.0065102442	0.004474049	0.072819052	0.695087	0.11901726142596	0.0817924781570388	0.0547
Height,Menarche Age	UKB_460K.body_HEIGHTz,UKB_460K.repro_MENARCHE_AGE	AllTissues	0.0006608378	0.007315888	0.464012833	1	0.0120811297989031	0.133745658786102	0.0547
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Adipose Sub.	0.009580437	0.006878291	0.08183237	0.7140272	0.243777022900763	0.17502013105019	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Adipose Visc.	-0.001600659	0.005151056	0.3779977	0.9749849	-0.0407292366412214	0.131070127017132	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Adrenal Gland	-0.0006714375	0.002860484	0.40720968	0.9749849	-0.0170849236641221	0.0727858526434705	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Aorta Artery	-0.0003438301	0.004895425	0.47200332	0.9823806	-0.00874885750636132	0.124565522502952	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Coronary Artery	0.002444454	0.004954943	0.31088744	0.9749849	0.0621998473282443	0.12607997586523	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Tibial Artery	-0.0009543473	0.004315675	0.41249362	0.9749849	-0.0242836463104326	0.109813621530258	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Brain Limbic	0.001032463	0.003126878	0.3706283	0.9749849	0.0262713231552163	0.0795643321019519	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Brain Cortex	0.003526827	0.005194198	0.24857096	0.9749849	0.0897411450381679	0.132167885464836	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Brain Basal Ganglia	0.003717064	0.003948363	0.17324508	0.9749849	0.0945817811704835	0.100467243315502	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Brain Cereb.	-0.002009816	0.004275065	0.31913281	0.9749849	-0.0511403562340967	0.108780282568304	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Brain Spinal Cord	-0.006649185	0.00273496	0.00752483999999998	0.5869373	-0.169190458015267	0.0695918682957763	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Brain Subst. Nigra	0.0001447907	0.002604476	0.477833	0.9823806	0.0036842417302799	0.0662716423109964	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Breast	-0.005325895	0.005349262	0.15971456	0.9749849	-0.135518956743003	0.136113548836689	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	LCLs	0.008534364	0.006143418	0.08238775	0.7140272	0.217159389312977	0.156321061420331	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Fibroblasts	-0.008050782	0.0049175	0.05079748	0.7140272	-0.204854503816794	0.125127215048681	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Sigmoid Intestine	-0.008290763	0.005020634	0.04933481	0.7140272	-0.210960890585242	0.127751511180652	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Transverse Intestine	-0.0009108226	0.00570863	0.43661705	0.9823806	-0.0231761475826972	0.145257772305142	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Esophagus Mucosa	0.009387627	0.00609241	0.0616739	0.7140272	0.238870916030534	0.155023146208454	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Esophagus Muscularis	0.0004105895	0.010435649	0.48430771	0.9823806	0.0104475699745547	0.265538152911758	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Heart A. Appen.	0.002522401	0.003935893	0.26080314	0.9749849	0.0641832315521629	0.100149961805316	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Heart Left Vent.	-0.00270829	0.003810139	0.23860059	0.9749849	-0.0689132315521628	0.0969501084889542	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Liver	-0.01124375	0.006213794	0.03518806	0.7140272	-0.286100508905852	0.158111813611715	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Lung	-0.002506096	0.003685465	0.248254	0.9749849	-0.0637683460559796	0.0937777431687371	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Min. Salivary Gland	0.0002303689	0.002506992	0.4633925	0.9823806	0.00586180407124682	0.0637911496693763	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Muscle Skeletal	0.0135778	0.009076775	0.06734195	0.7140272	0.345491094147583	0.230961206906171	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Tibial Nerve	-0.002150358	0.004080324	0.29909449	0.9749849	-0.0547164885496183	0.103825041762739	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Ovary	0.00305103	0.004278079	0.23786799	0.9749849	0.0776343511450382	0.108856979129976	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Pancreas	-0.0007335235	0.003092254	0.40624568	0.9749849	-0.0186647201017812	0.0786832965853565	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Pituitary	-7.897288e-05	0.003575948	0.49119029	0.9823806	-0.00200948804071247	0.0909910355045837	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Prostate	-0.002125144	0.002684781	0.21431089	0.9749849	-0.0540749109414758	0.0683150276678598	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Skin (sun unexposed)	0.001399593	0.004816889	0.38569411	0.9749849	0.0356130534351145	0.12256716266716	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Skin (sun exposed)	-0.004282802	0.005107716	0.20087596	0.9749849	-0.108977150127226	0.129967316931683	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Spleen	-0.00162884	0.003233444	0.30721936	0.9749849	-0.04144631043257	0.0822759244695295	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Stomach	0.006684256	0.004114003	0.05210714	0.7140272	0.170082849872774	0.104682003784776	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Testis	-0.002636972	0.004314507	0.27053778	0.9749849	-0.067098524173028	0.109783895647101	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Thyroid	0.002504977	0.004989027	0.30779953	0.9749849	0.0637398727735369	0.126947242614672	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Uterus	-0.001754418	0.003542765	0.31022539	0.9749849	-0.044641679389313	0.0901466853007662	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Vagina	-0.00179058	0.003957363	0.32546594	0.9749849	-0.0455618320610687	0.100696252652651	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	Whole Blood	-0.001064419	0.003078792	0.36477419	0.9749849	-0.0270844529262086	0.0783407605426534	0.0393
Creatinine,Height	UKB_460K.biochemistry_Creatinine,UKB_460K.body_HEIGHTz	AllTissues	-0.000762658	0.007961438	0.46184209	1	-0.0194060559796438	0.202581129472883	0.0393
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Adipose Sub.	0.0052055897	0.005680866	0.17974498	0.8087192	-0.0797180658499234	0.0869964108771009	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Adipose Visc.	-0.0031461106	0.004049186	0.21858717	0.8087192	0.0481793353751914	0.0620089725528531	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Adrenal Gland	-0.0028793844	0.003167785	0.18168606	0.8087192	0.0440947075038285	0.0485112525721331	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Aorta Artery	0.010957223	0.007665503	0.07644178	0.8087192	-0.167798208269525	0.11738901728829	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Coronary Artery	-0.0097108779	0.0077772	0.10589944	0.8087192	0.14871175957121	0.119099534266078	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Tibial Artery	-0.006848679	0.005903433	0.12300036	0.8087192	0.104880229709035	0.0904047856209178	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Brain Limbic	0.0045531238	0.004115707	0.1343027	0.8087192	-0.0697262450229709	0.0630276704217688	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Brain Cortex	-0.0037527149	0.00426422	0.18941687	0.8087192	0.0574688346094946	0.0653019923387692	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Brain Basal Ganglia	-0.0025295752	0.003686469	0.2463003	0.8087192	0.038737751914242	0.0564543419255567	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Brain Cereb.	0.0005299591	0.005438771	0.46118811	0.9848041	-0.0081157595712098	0.0832889950801072	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Brain Spinal Cord	0.003887163	0.002358818	0.04968371	0.8087192	-0.0595277641653905	0.0361227923164	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Brain Subst. Nigra	-0.0013751102	0.002008315	0.24676396	0.8087192	0.0210583491577335	0.0307552058826708	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Breast	-0.0018132073	0.005232853	0.36448178	0.910359	0.0277673399693721	0.0801355678970743	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	LCLs	-0.0031084736	0.004071527	0.2225927	0.8087192	0.0476029647779479	0.0623511081475851	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Fibroblasts	-0.00232533	0.004134069	0.28689462	0.823881	0.035609954058193	0.0633088712914077	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Sigmoid Intestine	0.0071253756	0.004718726	0.06551903	0.8087192	-0.109117543644717	0.0722622663204205	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Transverse Intestine	0.002627345	0.004895758	0.29575215	0.823881	-0.0402349923430322	0.074973330501425	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Esophagus Mucosa	0.0059663628	0.004304557	0.08286469	0.8087192	-0.0913684961715161	0.0659197053028476	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Esophagus Muscularis	-0.004103306	0.00605069	0.24883668	0.8087192	0.0628377641653905	0.0926598729513355	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Heart A. Appen.	0.0012112629	0.004725169	0.39884309	0.94272	-0.018549202143951	0.072360936587327	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Heart Left Vent.	-0.0037751331	0.004329368	0.19160894	0.8087192	0.057812145482389	0.066299656693855	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Liver	0.0068299582	0.003701617	0.03250943	0.8087192	-0.10459354058193	0.0566863187459198	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Lung	-0.002705105	0.003871463	0.24236058	0.8087192	0.0414258039816233	0.0592873347770224	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Min. Salivary Gland	5.9955e-05	0.003147837	0.49240204	0.9848041	-0.000918147013782542	0.0482057714355991	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Muscle Skeletal	0.0026339941	0.004323702	0.27119635	0.823881	-0.0403368162327718	0.0662129006406498	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Tibial Nerve	0.004312826	0.005657942	0.22295225	0.8087192	-0.0660463399693721	0.0866453587336262	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Ovary	-0.008995423	0.00837626	0.14142955	0.8087192	0.137755329249617	0.128273510505475	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Pancreas	0.0005798652	0.00475054	0.45142456	0.9848041	-0.00888001837672282	0.0727494692821424	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Pituitary	-0.0056467547	0.003834211	0.070412	0.8087192	0.0864740382848392	0.0587168536123986	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Prostate	0.0034152232	0.003526668	0.16642246	0.8087192	-0.0523005084226646	0.0540071633247271	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Skin (sun unexposed)	0.0011519765	0.006251063	0.42689499	0.9793473	-0.0176412940275651	0.0957283815224147	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Skin (sun exposed)	0.0002382171	0.006987107	0.48640117	0.9848041	-0.00364804134762634	0.107000102818106	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Spleen	-0.0017894673	0.005546178	0.37348063	0.910359	0.027403787136294	0.0849338061959265	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Stomach	0.0016406922	0.004743051	0.36470333	0.910359	-0.0251254548238897	0.0726347810810472	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Testis	-0.0038062208	0.00393089	0.16645109	0.8087192	0.0582882205206738	0.0601973960659199	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Thyroid	-0.0091070631	0.007597405	0.11532093	0.8087192	0.13946497856049	0.11634616848371	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Uterus	-0.0049244912	0.008835918	0.28865219	0.823881	0.0754133415007657	0.135312684222353	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Vagina	-0.0003571491	0.004616086	0.46916438	0.9848041	0.00546935834609495	0.0706904417318233	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	Whole Blood	0.0012276863	0.003589738	0.36617587	0.910359	-0.0188007090352221	0.0549730154130014	-0.0653
Platelet Count,Height	UKB_460K.blood_PLATELET_COUNT,UKB_460K.body_HEIGHTz	AllTissues	-0.0185457778	0.011114455	0.0475965699999999	1	0.284008848392037	0.170206051791314	-0.0653
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Adipose Sub.	0.0156121152	0.006488906	0.008064788	0.3145267	-0.263718162162162	0.109609899288442	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Adipose Visc.	0.0018900973	0.005641289	0.368794783	0.9106346	-0.0319273192567568	0.0952920355682138	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Adrenal Gland	0.0048106949	0.004251642	0.128924254	0.7630846	-0.0812617381756757	0.0718182827126993	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Aorta Artery	0.0095842565	0.010369943	0.177682174	0.8065648	-0.161896224662162	0.175167948641611	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Coronary Artery	-0.0071698123	0.010781643	0.253024661	0.857629	0.121111694256757	0.182122348579561	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Tibial Artery	-0.0019908216	0.007133271	0.39008804	0.9106346	0.0336287432432432	0.120494442275067	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Brain Limbic	-0.0062239619	0.006785542	0.179508774	0.8065648	0.105134491554054	0.114620638973297	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Brain Cortex	0.0225344736	0.007796411	0.001923974	0.15007	-0.380649891891892	0.131696134868399	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Brain Basal Ganglia	-0.0069033012	0.004846106	0.077150217	0.7522146	0.116609817567568	0.0818599054124113	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Brain Cereb.	-0.0026960662	0.004971921	0.29382024	0.8814607	0.0455416587837838	0.0839851538984836	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Brain Spinal Cord	-0.0024090454	0.00418925	0.282627372	0.8814607	0.0406933344594595	0.0707643636761431	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Brain Subst. Nigra	0.0033666429	0.003079029	0.137106819	0.7630846	-0.0568689679054054	0.052010632595925	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Breast	-0.0138467729	0.007922739	0.040255795	0.7435275	0.233898190878378	0.13383005804473	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	LCLs	0.0183142416	0.017434042	0.146747044	0.7630846	-0.309362189189189	0.294493959079992	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Fibroblasts	-0.0073148366	0.006162972	0.117633352	0.7630846	0.123561429054054	0.104104249494932	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Sigmoid Intestine	-0.0004118435	0.005696985	0.471184969	0.9423699	0.00695681587837838	0.0962328516465709	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Transverse Intestine	-0.0014309051	0.008382858	0.432232121	0.9106346	0.0241706942567568	0.141602335415003	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Esophagus Mucosa	-0.0016138561	0.006046108	0.394763537	0.9106346	0.0272610827702703	0.102130206205278	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Esophagus Muscularis	-0.0040663523	0.006440102	0.263885844	0.857629	0.068688383445946	0.108785498460421	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Heart A. Appen.	0.004913442	0.006067661	0.209034664	0.857629	-0.0829973310810811	0.102494273451792	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Heart Left Vent.	-0.0082840345	0.004920579	0.046134472	0.7435275	0.139933015202703	0.0831178955803878	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Liver	0.007077582	0.004573072	0.060851544	0.7435275	-0.11955375	0.077247845709615	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Lung	-0.0180090545	0.013961351	0.098538869	0.7630846	0.304207001689189	0.235833639081598	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Min. Salivary Gland	-0.001431476	0.003198346	0.327232628	0.8892025	0.0241803378378378	0.0540261065783385	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Muscle Skeletal	0.0014513475	0.006268638	0.408453422	0.9106346	-0.0245160050675676	0.105889161617407	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Tibial Nerve	-0.001855491	0.004233821	0.33060093	0.8892025	0.0313427533783784	0.0715172545475926	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Ovary	0.0012047022	0.007841537	0.438950395	0.9106346	-0.0203496993243243	0.132458390414669	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Pancreas	0.0024532904	0.003557068	0.245193156	0.857629	-0.0414407162162162	0.0600856109812763	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Pituitary	0.0008406955	0.003638802	0.408643283	0.9106346	-0.0142009375	0.0614662516408465	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Prostate	0.0027170244	0.004057688	0.251556709	0.857629	-0.0458956824324324	0.0685420349616725	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Skin (sun unexposed)	0.0007227381	0.005099023	0.443642496	0.9106346	-0.0122084138513514	0.0861321531627086	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Skin (sun exposed)	0.0034824179	0.005277666	0.254678072	0.857629	-0.0588246266891892	0.0891497566516476	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Spleen	-0.0071704456	0.00572118	0.105045401	0.7630846	0.121122391891892	0.0966415589131775	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Stomach	-0.0018717118	0.003859061	0.31383201	0.8892025	0.0316167533783784	0.0651868474843296	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Testis	-0.010157849	0.006707821	0.06497119	0.7435275	0.171585287162162	0.113307789126792	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Thyroid	-0.0016906922	0.005779942	0.384948275	0.9106346	0.0285589898648649	0.0976341608762248	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Uterus	-0.0226680787	0.018811177	0.114095384	0.7630846	0.382906734797297	0.317756364015818	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Vagina	-0.0080513819	0.005365367	0.066726825	0.7435275	0.136003072635135	0.090631201410227	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	Whole Blood	0.003771597	0.004227078	0.186130329	0.8065648	-0.0637094087837838	0.0714033471910324	-0.0592
Bone Density,Height	UKB_460K.bmd_HEEL_TSCOREz,UKB_460K.body_HEIGHTz	AllTissues	-0.0325204313	0.010028962	0.000592115000000004	1	0.549331609797297	0.169408149389057	-0.0592
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Adipose Sub.	0.0143972645	0.007065901	0.02079651	0.5407091	0.401038008356546	0.196821762215431	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Adipose Visc.	-0.0008947714	0.007268613	0.45101368	0.9020274	-0.0249239944289694	0.202468337146699	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Adrenal Gland	0.0014594062	0.002719639	0.2957659	0.8464936	0.0406519832869081	0.0757559646041137	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Aorta Artery	-0.0021260441	0.007711916	0.39139578	0.8747517	-0.0592212841225627	0.214816595427274	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Coronary Artery	-0.0022191221	0.010717678	0.41798443	0.8747517	-0.0618139860724234	0.298542570271819	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Tibial Artery	0.0016439511	0.006472961	0.39975859	0.8747517	0.0457925097493036	0.18030533157307	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Brain Limbic	-0.0051069805	0.005790652	0.18890587	0.6910392	-0.142255724233983	0.161299486522142	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Brain Cortex	0.0028720701	0.006015749	0.31652968	0.8513557	0.0800019526462395	0.167569600413485	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Brain Basal Ganglia	-0.0124945269	0.005419651	0.01057176	0.4411945	-0.348036961002786	0.150965198678121	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Brain Cereb.	0.0154897841	0.009039808	0.04330955	0.6335638	0.431470309192201	0.251805226370338	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Brain Spinal Cord	0.0029525541	0.004142868	0.23802077	0.7426248	0.0822438467966574	0.115400213705873	0.0359
IGF1,Height	UKB_460K.biochemistry_IGF1,UKB_460K.body_HEIGHTz	Brain Subst. Nigra	0.0035753353	0.004316799	0.20376798	0.6910392	0.0995915125348189	0.120245104058275	0.0359
