Trait_Nickname	Trait_Fullname	Tissue	TCSC_Cov	TCSC_CovSE	TCSC_CovP	TCSC_CovFDRP	TCSC_PropCov	TCSC_PropCovSE	TCSC_GenomeCov
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Transverse Intestine	-0.001421015	0.0014666566	0.166302338	0.8075318	0.044130900621118	0.0455483403494621	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Esophagus Mucosa	0.0004247804	0.0018071845	0.407084605	0.8785219	-0.0131919378881988	0.0561237414444947	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Esophagus Muscularis	-0.003748602	0.0021521801	0.040774402	0.7951008	0.116416211180124	0.0668378925873264	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Heart A. Appen.	0.0003795553	0.0016522233	0.409153137	0.8785219	-0.0117874316770186	0.051311283073028	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Heart Left Vent.	-0.001104074	0.0016417205	0.250629489	0.8785219	0.0342880124223603	0.0509851100188556	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Liver	0.0003743873	0.0012305016	0.380466494	0.8785219	-0.0116269347826087	0.03821433524235	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Lung	0.0005263076	0.0012935463	0.342051063	0.8785219	-0.0163449565217391	0.0401722465238932	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Min. Salivary Gland	-0.0007709038	0.0010166557	0.224143427	0.8741594	0.0239411118012422	0.0315731595484326	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Muscle Skeletal	0.000627302	0.0014784435	0.335673901	0.8785219	-0.0194814285714286	0.0459143939779724	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Tibial Nerve	-0.0005495691	0.0020827835	0.395942812	0.8785219	0.0170673633540373	0.0646827169164044	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Ovary	-0.001592472	0.0016141483	0.161926501	0.8075318	0.049455652173913	0.0501288293687143	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Pancreas	-0.001740845	0.0021629947	0.210458599	0.8639879	0.0540635093167702	0.0671737470615307	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Pituitary	0.0002048385	0.0011287503	0.427997872	0.8785219	-0.00636144409937888	0.0350543556747932	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Prostate	-0.0008593469	0.0018829658	0.324058574	0.8785219	0.0266877919254658	0.0584771975491733	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Skin (sun unexposed)	-0.002313852	0.004176191	0.289769547	0.8785219	0.0718587577639752	0.129695373256702	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Skin (sun exposed)	-0.002877717	0.0068210719	0.336553975	0.8785219	0.0893700931677019	0.211834529604669	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Spleen	-0.0005756652	0.0017388187	0.370297009	0.8785219	0.017877801242236	0.0540005801721311	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Stomach	8.928644e-05	0.0019902812	0.482108964	0.9642179	-0.00277287080745342	0.0618099755055891	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Testis	-0.002118484	0.0016265507	0.096383125	0.8075318	0.0657914285714286	0.050513997544346	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Thyroid	-0.001541184	0.0015891425	0.166067814	0.8075318	0.0478628571428571	0.0493522520764121	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Uterus	0.0001832332	0.0010042879	0.427614454	0.8785219	-0.00569047204968944	0.0311890646543839	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Vagina	0.001234644	0.0010877705	0.128182861	0.8075318	-0.0383429813664596	0.0337816929140624	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	Whole Blood	-0.001998629	0.0015780531	0.102664221	0.8075318	0.0620692236024845	0.0490078607185391	-0.0322
Vitamin D,BMI	UKB_460K.biochemistry_VitaminD,UKB_460K.body_BMIz	AllTissues	-0.004656497	0.0021548202	0.015348911	1	0.144611708074534	0.0669198806787012	-0.0322
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Adipose Sub.	-0.0004799363	0.001931788	0.4018964	0.94759962	-0.0232978786407767	0.0937761118041714	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Adipose Visc.	0.0004553415	0.001778573	0.39896961	0.94759962	0.0221039563106796	0.0863384973574966	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Adrenal Gland	-0.0007890539	0.001190083	0.25365752	0.94759962	-0.0383035873786408	0.0577710193728398	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Aorta Artery	0.001115425	0.0023245	0.315665	0.94759962	0.0541468446601942	0.112839825118593	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Coronary Artery	0.0001845043	0.002080163	0.46466134	0.95377855	0.00895651941747573	0.100978799840947	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Tibial Artery	-0.004349505	0.002063498	0.0175228200000001	0.43112226	-0.211141019417476	0.100169823400835	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Brain Limbic	0.001013091	0.00170653	0.27637127	0.94759962	0.0491791747572816	0.0828412649990699	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Brain Cortex	0.0007067467	0.001522964	0.32130242	0.94759962	0.0343080922330097	0.0739303094319053	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Brain Basal Ganglia	-0.00205888	0.002252325	0.18032872	0.94759962	-0.0999456310679612	0.109336169653155	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Brain Cereb.	0.002169543	0.002589198	0.20103756	0.94759962	0.105317621359223	0.125689239782812	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Brain Spinal Cord	0.0002681946	0.001700857	0.43735367	0.94759962	0.0130191553398058	0.0825658758489869	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Brain Subst. Nigra	0.0008679077	0.001847333	0.31924302	0.94759962	0.0421314417475728	0.0896763529124393	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Breast	-0.0005624248	0.002337876	0.40494387	0.94759962	-0.0273021747572816	0.1134891077937	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	LCLs	-0.0002099415	0.001146221	0.42733633	0.94759962	-0.0101913349514563	0.0556417879690005	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Fibroblasts	-0.003189876	0.001774463	0.0361156500000001	0.46950347	-0.154848349514563	0.0861389691860646	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Sigmoid Intestine	-0.0003835548	0.002064728	0.42631442	0.94759962	-0.0186191650485437	0.100229530922491	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Transverse Intestine	-0.0003685213	0.001918025	0.42381793	0.94759962	-0.0178893834951456	0.0931080244533728	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Esophagus Mucosa	9.791155e-05	0.001985681	0.4803366	0.9606732	0.00475298786407767	0.0963922673195417	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Esophagus Muscularis	0.003243408	0.002331552	0.08209847	0.8004601	0.157446990291262	0.113182144929191	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Heart A. Appen.	-0.000564642	0.002182811	0.39794244	0.94759962	-0.0274098058252427	0.105961721965897	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Heart Left Vent.	0.001780595	0.002246362	0.2139888	0.94759962	0.0864366504854369	0.109046704403777	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Liver	0.0008549544	0.001850331	0.32202097	0.94759962	0.041502640776699	0.0898218759070495	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Lung	0.0005289098	0.001864437	0.38832649	0.94759962	0.0256752330097087	0.0905066263391757	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Min. Salivary Gland	0.0005260496	0.001084017	0.31373961	0.94759962	0.0255363883495146	0.0526221907977782	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Muscle Skeletal	-0.002879648	0.00230916	0.1061888	0.92030292	-0.139788737864078	0.112095157696773	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Tibial Nerve	0.005201251	0.002365495	0.01394607	0.43112226	0.252487912621359	0.114829873129504	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Ovary	0.00282362	0.001519461	0.03156292	0.46950347	0.137068932038835	0.0737602310698767	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Pancreas	-0.0009406004	0.001592182	0.27734004	0.94759962	-0.045660213592233	0.0772904017600621	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Pituitary	-0.00150959	0.001568175	0.16786378	0.94759962	-0.0732810679611651	0.0761249977955966	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Prostate	0.0007450682	0.002594009	0.38696946	0.94759962	0.036168359223301	0.125922787992845	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Skin (sun unexposed)	-0.004341047	0.002157555	0.02210883	0.43112226	-0.210730436893204	0.104735682793495	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Skin (sun exposed)	0.002559475	0.002701516	0.17171198	0.94759962	0.124246359223301	0.131141562026516	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Spleen	-0.005934502	0.001864041	0.000727090000000041	0.05671309	-0.288082621359223	0.0904874434387282	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Stomach	0.0001605389	0.001699289	0.46236627	0.95377855	0.00779315048543689	0.0824897755881864	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Testis	0.0006038701	0.001989965	0.38077054	0.94759962	0.0293140825242718	0.0966002285690971	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Thyroid	-0.001645143	0.001766744	0.17588227	0.94759962	-0.0798613106796116	0.0857642669150185	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Uterus	0.000338372	0.001442986	0.40730064	0.94759962	0.0164258252427184	0.070047864199649	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Vagina	0.0005302603	0.001128568	0.31923033	0.94759962	0.0257407912621359	0.0547848720230112	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	Whole Blood	0.00274662	0.001663496	0.0493578	0.54998687	0.133331067961165	0.0807522483162117	0.0206
MDD,BMI	PASS_MDD_Wray2018,UKB_460K.body_BMIz	AllTissues	-0.000685208	0.002767585	0.40222839	1	-0.0332625242718447	0.134348777327532	0.0206
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Adipose Sub.	0.001738452	0.002514524	0.244668387	0.9532927	-0.0564432467532468	0.0816404018073237	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Adipose Visc.	-0.001024088	0.00186915	0.291883779	0.9532927	0.0332496103896104	0.0606866740257205	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Adrenal Gland	-0.0008681319	0.001138655	0.222905086	0.9532927	0.0281861006493507	0.0369693198791506	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Aorta Artery	-0.005261545	0.003135259	0.046655458	0.7456182	0.170829383116883	0.101794116588852	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Coronary Artery	-0.003011216	0.002225228	0.087993199	0.8264566	0.0977667532467533	0.0722476741709821	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Tibial Artery	0.003846285	0.001867189	0.019702422	0.5880327	-0.124879383116883	0.0606230036889409	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Brain Limbic	0.0004350278	0.001620491	0.394174792	0.9532927	-0.0141242792207792	0.0526133301039192	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Brain Cortex	-0.0003392404	0.00137717	0.402712804	0.9532927	0.0110142987012987	0.0447133138310513	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Brain Basal Ganglia	-0.001537984	0.001845879	0.20236626	0.9532927	0.0499345454545455	0.0599311298868315	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Brain Cereb.	0.001342112	0.001891121	0.238947941	0.9532927	-0.0435750649350649	0.0614000480181705	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Brain Spinal Cord	-0.0001927596	0.00153736	0.450109982	0.99847	0.00625842857142857	0.049914294705499	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Brain Subst. Nigra	0.0006493486	0.001175428	0.290324854	0.9532927	-0.0210827467532468	0.038163242105023	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Breast	0.0001219465	0.002262393	0.478506793	0.99847	-0.00395930194805195	0.0734543229834334	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	LCLs	-0.0004988123	0.001028139	0.313781359	0.9532927	0.0161952045454545	0.0333811509340601	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Fibroblasts	-0.0006035274	0.001369329	0.329698179	0.9532927	0.0195950454545455	0.0444587443888717	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Sigmoid Intestine	0.003406392	0.002043905	0.04779604	0.7456182	-0.110597142857143	0.0663605608872718	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Transverse Intestine	-0.001565335	0.001580559	0.16099719	0.9532927	0.0508225649350649	0.0513168507334039	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Esophagus Mucosa	-0.0003845734	0.0020132	0.424252628	0.9732854	0.0124861493506494	0.0653636233222247	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Esophagus Muscularis	0.001203058	0.002293308	0.299932355	0.9532927	-0.0390603246753247	0.0744580640803838	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Heart A. Appen.	-6.291422e-05	0.001977555	0.487310132	0.99847	0.00204266948051948	0.0642063219961104	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Heart Left Vent.	0.001989785	0.001971895	0.156469874	0.9532927	-0.0646034090909091	0.0640225490193455	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Liver	-0.0008317105	0.001955662	0.335315082	0.9532927	0.0270035876623377	0.0634955300954007	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Lung	0.002018459	0.001616934	0.105955969	0.8264566	-0.0655343831168831	0.0524978430191562	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Min. Salivary Gland	0.002539148	0.000905392	0.002519942	0.1965555	-0.0824398701298701	0.0293958426779448	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Muscle Skeletal	-0.004541839	0.002268109	0.022616643	0.5880327	0.147462305194805	0.0736398931388373	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Tibial Nerve	-0.002043727	0.002338514	0.191074738	0.9532927	0.0663547727272727	0.0759257841696084	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Ovary	1.312185e-05	0.001786961	0.49707055	0.99847	-0.000426034090909091	0.0580182286556224	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Pancreas	-0.001721645	0.001363862	0.103414861	0.8264566	0.0558975649350649	0.0442812325230718	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Pituitary	0.001157395	0.00129051	0.184899249	0.9532927	-0.0375777597402597	0.0418996680810614	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Prostate	-0.0003051798	0.001234843	0.402399691	0.9532927	0.00990843506493506	0.0400922917457506	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Skin (sun unexposed)	0.004150905	0.003217795	0.098528038	0.8264566	-0.134769642857143	0.10447386420893	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Skin (sun exposed)	-0.003869391	0.005335188	0.23414671	0.9532927	0.125629577922078	0.173220401305413	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Spleen	-0.001351571	0.001795915	0.225850957	0.9532927	0.0438821753246753	0.0583089265941925	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Stomach	3.226229e-06	0.00168242	0.499234984	0.99847	-0.000104747694805195	0.0546240124250578	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Testis	-0.002693752	0.00207507	0.097117901	0.8264566	0.0874594805194805	0.0673724117545276	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Thyroid	-0.000372056	0.001520005	0.403316143	0.9532927	0.0120797402597403	0.0493508144736932	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Uterus	0.0003868809	0.001322721	0.384956531	0.9532927	-0.0125610681818182	0.0429454940184769	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Vagina	0.0005566992	0.001717378	0.372909796	0.9532927	-0.0180746493506493	0.0557590309971614	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	Whole Blood	0.000411161	0.001496034	0.391721884	0.9532927	-0.0133493831168831	0.0485725265304208	-0.0308
Total Cholesterol,BMI	UKB_460K.biochemistry_Cholesterol,UKB_460K.body_BMIz	AllTissues	-0.007111597	0.003565951	0.023059308	1	0.230896006493506	0.115777623565956	-0.0308
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Adipose Sub.	0.004466619	0.003254659	0.0849730568	0.8895687	0.0557630337078652	0.0406324465439849	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Adipose Visc.	-0.001104281	0.003215562	0.3656421161	0.8895687	-0.013786279650437	0.040144346833486	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Adrenal Gland	0.0016851108	0.003127778	0.2950274243	0.8895687	0.0210375880149813	0.0390484116862396	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Aorta Artery	0.0012605509	0.004306308	0.3848673337	0.8895687	0.0157372147315855	0.0537616423671428	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Coronary Artery	0.002496729	0.002908395	0.1953204057	0.8895687	0.0311701498127341	0.0363095552365124	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Tibial Artery	-0.0023992851	0.003837203	0.2658971734	0.8895687	-0.0299536217228464	0.0479051553491015	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Brain Limbic	0.0006233161	0.002973545	0.4169819254	0.8895687	0.0077817240948814	0.0371229085990237	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Brain Cortex	-0.0009123798	0.002202529	0.3393484475	0.8895687	-0.0113905093632959	0.0274972351889536	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Brain Basal Ganglia	0.0008072874	0.002947358	0.3920799402	0.8895687	0.0100784943820225	0.03679597586401	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Brain Cereb.	0.0047412522	0.003825646	0.1076109917	0.8895687	0.0591916629213483	0.0477608797305101	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Brain Spinal Cord	0.0007896133	0.002275433	0.3642893828	0.8895687	0.00985784394506866	0.0284074056893027	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Brain Subst. Nigra	-0.0014398147	0.002140078	0.2505417388	0.8895687	-0.0179752147315855	0.0267175828343402	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Breast	0.0006747099	0.003322561	0.4195404744	0.8895687	0.00842334456928839	0.0414801670286657	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	LCLs	-0.0015343456	0.001262849	0.1121853789	0.8895687	-0.0191553757802747	0.0157659003592861	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Fibroblasts	0.0035522972	0.003189344	0.1326821157	0.8895687	0.044348279650437	0.039817030392906	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Sigmoid Intestine	-0.0009754719	0.003403638	0.3872105189	0.8895687	-0.0121781760299625	0.0424923593682082	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Transverse Intestine	-0.0039332393	0.002886882	0.0865275631	0.8895687	-0.0491041111111111	0.0360409715824931	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Esophagus Mucosa	-0.0059040627	0.00324959	0.0346189591	0.8895687	-0.0737086479400749	0.0405691580337196	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Esophagus Muscularis	-0.0024038899	0.005116208	0.3192283304	0.8895687	-0.0300111098626717	0.0638727597319765	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Heart A. Appen.	0.0034767906	0.0030545	0.1275076565	0.8895687	0.0434056254681648	0.0381335852287282	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Heart Left Vent.	0.0036784802	0.003380631	0.1382744852	0.8895687	0.0459235980024969	0.0422051352651168	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Liver	0.0025211272	0.004193707	0.273863686	0.8895687	0.0314747465667915	0.0523558973990704	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Lung	0.0008780096	0.00230364	0.3515496393	0.8895687	0.010961418227216	0.0287595501553954	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Min. Salivary Gland	0.0016593601	0.001850534	0.1849414293	0.8895687	0.0207161061173533	0.0231027904547939	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Muscle Skeletal	-0.0022676477	0.003737474	0.2720141803	0.8895687	-0.0283102084893883	0.0466601047138176	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Tibial Nerve	0.00025348	0.003328449	0.4696476517	0.9392953	0.0031645443196005	0.0415536650783752	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Ovary	0.0006378916	0.003240598	0.4219748866	0.8895687	0.00796369038701623	0.0404568990742079	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Pancreas	-0.0040657531	0.003396098	0.11561747	0.8895687	-0.0507584656679151	0.0423982244866682	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Pituitary	-0.0024215319	0.002626021	0.1782305139	0.8895687	-0.0302313595505618	0.032784287897503	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Prostate	-0.0033463667	0.003520271	0.1709039429	0.8895687	-0.0417773620474407	0.0439484519926001	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Skin (sun unexposed)	-0.0009088285	0.004414107	0.4184377197	0.8895687	-0.0113461735330836	0.0551074570788497	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Skin (sun exposed)	0.0038575726	0.006059103	0.2621740338	0.8895687	0.0481594581772784	0.0756442367195896	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Spleen	-0.0009075494	0.002665261	0.3667360643	0.8895687	-0.0113302047440699	0.0332741714791399	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Stomach	-0.0003900774	0.003301797	0.4529779962	0.9297969	-0.00486988014981273	0.0412209392595137	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Testis	0.0076205979	0.003817734	0.0229612343	0.8895687	0.0951385505617977	0.0476620912925497	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Thyroid	0.0024087483	0.003607984	0.2521893103	0.8895687	0.0300717640449438	0.0450434919566213	0.0801
ADHD,BMI	PASS_ADHD_Demontis2018,UKB_460K.body_BMIz	Uterus	0.0008308196	0.002077119	0.3445831969	0.8895687	0.010372279650437	0.0259315696938477	0.0801
