Trait	Trait_Nickname	Tissue	TCSC_h2	TCSC_JKSE	TCSC_JKP	TCSC_FDRP	prop_h2g	prop_h2g_se
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Brain_Limbic	 5.548755e-05	6.840416e-05	0.20863344	0.9660567	0.00120102913701829	0.00148060963179827
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Brain_Cortex	-2.056038e-04	1.434545e-04	0.92410441	0.9893162	-0.00445029780191831	0.00310507573640039
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Brain_BasalGanglia	-4.641262e-05	6.303328e-05	0.76923180	0.9893162	-0.00100460214286129	0.0013643566660153
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Brain_Cerebellum	-3.026725e-04	2.036477e-04	0.93139425	0.9893162	-0.00655135349452939	0.00440795853237052
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Brain_Spinal_cord_cervical_c-1	 8.573606e-06	5.177389e-05	0.43423701	0.9660567	0.000185575883726004	0.00112064689233004
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Brain_Substantia_nigra	 5.004243e-07	4.105811e-05	0.49513773	0.9660567	1.08316958426887e-05	0.000888703729237327
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Breast_Mammary_Tissue	-1.918473e-05	6.378957e-05	0.61819751	0.9893162	-0.000415253852822063	0.00138072673059171
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Cells_EBV-transformed_lymphocytes	-5.048023e-05	4.940230e-05	0.84656683	0.9893162	-0.00109264568166236	0.00106931380625855
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Cells_Cultured_fibroblasts	 2.366816e-04	1.821843e-04	0.09694913	0.9660567	0.0051229785241979	0.00394338244946658
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Colon_Sigmoid	-1.618293e-04	1.048811e-04	0.93858201	0.9893162	-0.00350279833263221	0.00227015357629054
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Colon_Transverse	 4.718491e-04	2.815326e-04	0.04686890	0.9139436	0.0102131841838694	0.00609377814516225
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Esophagus_Mucosa	-1.844917e-04	9.544851e-05	0.97337529	0.9915107	-0.00399332748548268	0.00206598515708252
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Esophagus_Muscularis	 2.304971e-05	1.417283e-04	0.43540366	0.9660567	0.00049891148846924	0.00306771162208541
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Heart_Atrial_Appendage	-2.257818e-04	1.648969e-04	0.91453637	0.9893162	-0.00488705291699011	0.00356919685698881
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Heart_Left_Ventricle	 2.288834e-05	1.812964e-04	0.44976774	0.9660567	0.000495418622535961	0.00392416480464545
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Liver	 7.356241e-04	6.506393e-04	0.12910808	0.9660567	0.0159226000831592	0.0140831019705867
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Lung	 3.216194e-05	6.944871e-05	0.32164510	0.9660567	0.000696145845626281	0.00150321882845051
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Minor_Salivary_Gland	-1.448111e-04	1.199407e-04	0.88635253	0.9893162	-0.00313443991328855	0.00259611829615907
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Muscle_Skeletal	-1.042095e-04	8.089880e-05	0.90115255	0.9893162	-0.00225561739638991	0.0017510562685375
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Nerve_Tibial	-1.090457e-05	1.830827e-04	0.52374733	0.9726736	-0.000236029744475496	0.00396282903878515
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Ovary	-6.887907e-05	8.777710e-05	0.78368654	0.9893162	-0.00149088901533631	0.00189993719572692
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Pancreas	 1.768640e-05	1.237397e-04	0.44317183	0.9660567	0.000382822407283929	0.00267834809452123
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Pituitary	 2.338242e-05	7.153074e-05	0.37187692	0.9660567	0.000506113073485184	0.00154828446520244
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Prostate	-9.866855e-05	9.835925e-05	0.84210446	0.9893162	-0.00213568290965504	0.00212898803032527
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Skin_Not_Sun_Exposed_Suprapubic	 6.770267e-05	1.148334e-04	0.27773856	0.9660567	0.00146542565228429	0.00248557213527775
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Skin_Sun_Exposed_Lower_leg	 1.198480e-04	1.074212e-04	0.13227897	0.9660567	0.00259411247691643	0.00232513441092584
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Spleen	 1.136900e-06	9.889167e-05	0.49541369	0.9660567	2.46082185280838e-05	0.00214051233834703
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Stomach	-3.346060e-05	6.772728e-05	0.68936422	0.9893162	-0.000724255331204279	0.00146595840661689
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Testis	-1.151985e-04	1.806727e-04	0.73813587	0.9893162	-0.0024934750554992	0.00391066504142651
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Thyroid	-8.160628e-05	7.163092e-05	0.87270273	0.9893162	-0.00176636970786485	0.00155045290540115
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Uterus	-1.195465e-04	1.014919e-04	0.88058013	0.9893162	-0.002587586983011	0.00219679516616939
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Vagina	-4.413595e-05	1.603903e-04	0.60841042	0.9893162	-0.000955323687804318	0.00347165176186517
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	Whole_Blood	 3.653120e-06	1.347590e-04	0.48918658	0.9660567	7.90718625290169e-05	0.00291686243836652
PASS_DrinksPerWeek_Liu2019	Drinks Per Week	AllTissues	 1.693414e-05	2.017462e-04	0.46655292	NA	0.0003665399224789	0.00436680143061507
UKB_460K.biochemistry_Phosphate	Phosphate	Adipose_Subcutaneous	 0.0310992368	0.026245454	1.180210e-01	0.6647253	0.240706167299144	0.203138185030549
UKB_460K.biochemistry_Phosphate	Phosphate	Adipose_Visceral_Omentum	-0.0126581604	0.007400325	9.564121e-01	0.9952774	-0.0979733780935666	0.0572780568598463
UKB_460K.biochemistry_Phosphate	Phosphate	Adrenal_Gland	-0.0038218958	0.002394182	9.447920e-01	0.9952774	-0.0295812371652495	0.018530819975218
UKB_460K.biochemistry_Phosphate	Phosphate	Artery_Aorta	 0.0070327470	0.008040333	1.908731e-01	0.6647253	0.0544330260898683	0.0622316781180498
UKB_460K.biochemistry_Phosphate	Phosphate	Artery_Coronary	 0.0058752921	0.004321901	8.700629e-02	0.6647253	0.0454743968842453	0.033451247440572
UKB_460K.biochemistry_Phosphate	Phosphate	Artery_Tibial	-0.0019631307	0.007067895	6.093991e-01	0.9902735	-0.0151945103466988	0.0547050728103072
UKB_460K.biochemistry_Phosphate	Phosphate	Brain_Limbic	 0.0011300847	0.002867531	3.467548e-01	0.7513021	0.0087467857537798	0.022194514310626
UKB_460K.biochemistry_Phosphate	Phosphate	Brain_Cortex	-0.0041124339	0.002525724	9.482609e-01	0.9952774	-0.0318299837681502	0.0195489441323142
UKB_460K.biochemistry_Phosphate	Phosphate	Brain_BasalGanglia	-0.0016137731	0.002819342	7.164723e-01	0.9952774	-0.0124905038787036	0.0218215355735521
UKB_460K.biochemistry_Phosphate	Phosphate	Brain_Cerebellum	 0.0008392533	0.004059037	4.180980e-01	0.7926423	0.00649576862456521	0.0314166942523611
UKB_460K.biochemistry_Phosphate	Phosphate	Brain_Spinal_cord_cervical_c-1	 0.0036647684	0.003148506	1.222180e-01	0.6647253	0.0283650802351032	0.0243692407078239
UKB_460K.biochemistry_Phosphate	Phosphate	Brain_Substantia_nigra	 0.0011693740	0.001932593	2.725629e-01	0.7513021	0.00905088255215697	0.0149581533828197
UKB_460K.biochemistry_Phosphate	Phosphate	Breast_Mammary_Tissue	-0.0043792723	0.007233436	7.275503e-01	0.9952774	-0.0338952968247851	0.0559863480456981
UKB_460K.biochemistry_Phosphate	Phosphate	Cells_EBV-transformed_lymphocytes	 0.0021967610	0.002145036	1.528907e-01	0.6647253	0.0170027939046193	0.0166024440130785
UKB_460K.biochemistry_Phosphate	Phosphate	Cells_Cultured_fibroblasts	 0.0046980487	0.003767179	1.061804e-01	0.6647253	0.036362605748594	0.0291577324597959
UKB_460K.biochemistry_Phosphate	Phosphate	Colon_Sigmoid	-0.0082861411	0.003192501	9.952774e-01	0.9952774	-0.0641342190959785	0.024709756284266
UKB_460K.biochemistry_Phosphate	Phosphate	Colon_Transverse	 0.0007202046	0.004264543	4.329447e-01	0.7926423	0.00557433905065742	0.0330072989694119
UKB_460K.biochemistry_Phosphate	Phosphate	Esophagus_Mucosa	 0.0044150708	0.003752759	1.197002e-01	0.6647253	0.0341723743130327	0.0290461238276683
UKB_460K.biochemistry_Phosphate	Phosphate	Esophagus_Muscularis	-0.0074605008	0.003468499	9.842592e-01	0.9952774	-0.0577438143710779	0.0268459658978354
UKB_460K.biochemistry_Phosphate	Phosphate	Heart_Atrial_Appendage	-0.0043907691	0.004840494	8.178207e-01	0.9952774	-0.0339842812856757	0.0374651206324265
UKB_460K.biochemistry_Phosphate	Phosphate	Heart_Left_Ventricle	 0.0015880337	0.003644523	3.315157e-01	0.7513021	0.0122912826919716	0.028208379634081
UKB_460K.biochemistry_Phosphate	Phosphate	Liver	-0.0007321093	0.001919528	6.485470e-01	0.9952774	-0.00566648101453914	0.0148570294098193
UKB_460K.biochemistry_Phosphate	Phosphate	Lung	-0.0006950036	0.004803117	5.575255e-01	0.9453694	-0.00537928492813036	0.0371758276343329
UKB_460K.biochemistry_Phosphate	Phosphate	Minor_Salivary_Gland	-0.0028927523	0.002190099	9.067213e-01	0.9952774	-0.0223897236433631	0.0169512308394791
UKB_460K.biochemistry_Phosphate	Phosphate	Muscle_Skeletal	 0.0034197532	0.003681341	1.764595e-01	0.6647253	0.0264686777486529	0.0284933503339483
UKB_460K.biochemistry_Phosphate	Phosphate	Nerve_Tibial	 0.0025245478	0.004182968	2.730780e-01	0.7513021	0.0195398436185357	0.0323759171465252
UKB_460K.biochemistry_Phosphate	Phosphate	Ovary	-0.0018117307	0.002305345	7.840319e-01	0.9952774	-0.0140226836766383	0.0178432267739058
UKB_460K.biochemistry_Phosphate	Phosphate	Pancreas	 0.0004004586	0.003012964	4.471315e-01	0.7926423	0.00309952498844954	0.0233201539403667
UKB_460K.biochemistry_Phosphate	Phosphate	Pituitary	 0.0023256714	0.004422460	2.994867e-01	0.7513021	0.0180005529900837	0.034229565214719
UKB_460K.biochemistry_Phosphate	Phosphate	Prostate	-0.0024353175	0.002429436	8.419299e-01	0.9952774	-0.0188492064088012	0.0188036806630628
UKB_460K.biochemistry_Phosphate	Phosphate	Skin_Not_Sun_Exposed_Suprapubic	-0.0134158870	0.007397533	9.651274e-01	0.9952774	-0.103838134786697	0.0572564463243767
UKB_460K.biochemistry_Phosphate	Phosphate	Skin_Sun_Exposed_Lower_leg	 0.0119856499	0.012355109	1.659992e-01	0.6647253	0.0927681883285604	0.0956277778763421
UKB_460K.biochemistry_Phosphate	Phosphate	Spleen	 0.0021183757	0.004770797	3.285106e-01	0.7513021	0.016396096515105	0.0369256753138868
UKB_460K.biochemistry_Phosphate	Phosphate	Stomach	 0.0051277672	0.005606956	1.802174e-01	0.6647253	0.0396886008465967	0.0433974908889765
UKB_460K.biochemistry_Phosphate	Phosphate	Testis	 0.0008401679	0.004501507	4.259709e-01	0.7926423	0.0065028476620694	0.0348413855551738
UKB_460K.biochemistry_Phosphate	Phosphate	Thyroid	 0.0101174693	0.012255490	2.045309e-01	0.6647253	0.0783085857881927	0.0948567316841958
UKB_460K.biochemistry_Phosphate	Phosphate	Uterus	-0.0037258601	0.001746756	9.835383e-01	0.9952774	-0.0288379266276217	0.0135197852650966
UKB_460K.biochemistry_Phosphate	Phosphate	Vagina	-0.0012119503	0.002115582	7.166331e-01	0.9952774	-0.00938042020759272	0.0163744761627052
UKB_460K.biochemistry_Phosphate	Phosphate	Whole_Blood	 0.0095656414	0.007525676	1.018523e-01	0.6647253	0.0740374721491522	0.0582482657396337
UKB_460K.biochemistry_Phosphate	Phosphate	AllTissues	 0.0372476891	0.005034979	6.923740e-14	NA	0.288294807659867	0.0389704225173609
PASS_MedicationUse_Wu2019	Medication Use	Adipose_Subcutaneous	-0.0041385658	0.005176557	7.879946e-01	0.9477910	-0.0263267541984013	0.0329297516150329
PASS_MedicationUse_Wu2019	Medication Use	Adipose_Visceral_Omentum	 0.0040751021	0.004491362	1.821188e-01	0.7556785	0.0259230414782485	0.0285710074082628
PASS_MedicationUse_Wu2019	Medication Use	Adrenal_Gland	-0.0010411766	0.004330642	5.949980e-01	0.8879395	-0.00662326075908874	0.0275486111939283
PASS_MedicationUse_Wu2019	Medication Use	Artery_Aorta	 0.0096287164	0.010829914	1.869786e-01	0.7556785	0.0612513764798726	0.068892583149049
PASS_MedicationUse_Wu2019	Medication Use	Artery_Coronary	 0.0005637030	0.003725929	4.398727e-01	0.8483795	0.00358589678651941	0.0237018365842833
PASS_MedicationUse_Wu2019	Medication Use	Artery_Tibial	-0.0119873878	0.005253575	9.887482e-01	0.9887482	-0.0762556474688429	0.0334196869233775
PASS_MedicationUse_Wu2019	Medication Use	Brain_Limbic	 0.0019967151	0.003467655	2.823714e-01	0.7556785	0.0127017497732852	0.022058875369002
PASS_MedicationUse_Wu2019	Medication Use	Brain_Cortex	-0.0009521665	0.003292311	6.137893e-01	0.8879395	-0.00605703895323568	0.0209434537681445
PASS_MedicationUse_Wu2019	Medication Use	Brain_BasalGanglia	-0.0027183484	0.003532337	7.792198e-01	0.9477910	-0.0172922925394386	0.0224703395708634
PASS_MedicationUse_Wu2019	Medication Use	Brain_Cerebellum	 0.0061444186	0.005469015	1.306134e-01	0.7556785	0.0390866322600992	0.0347901707439393
PASS_MedicationUse_Wu2019	Medication Use	Brain_Spinal_cord_cervical_c-1	-0.0039547150	0.002721448	9.269111e-01	0.9770144	-0.0251572199510462	0.017312011687619
PASS_MedicationUse_Wu2019	Medication Use	Brain_Substantia_nigra	-0.0030460711	0.002128096	9.238364e-01	0.9770144	-0.0193770427113699	0.0135375084680623
PASS_MedicationUse_Wu2019	Medication Use	Breast_Mammary_Tissue	 0.0033440100	0.005311578	2.644880e-01	0.7556785	0.0212723283965375	0.0337886641308651
PASS_MedicationUse_Wu2019	Medication Use	Cells_EBV-transformed_lymphocytes	 0.0009708559	0.002491980	3.484191e-01	0.8483795	0.00617592811034789	0.0158522915290783
PASS_MedicationUse_Wu2019	Medication Use	Cells_Cultured_fibroblasts	 0.0006835143	0.006302631	4.568198e-01	0.8483795	0.00434805511580485	0.0400930708537177
PASS_MedicationUse_Wu2019	Medication Use	Colon_Sigmoid	 0.0010408931	0.003663476	3.881565e-01	0.8483795	0.00662145731073976	0.0233045532648061
PASS_MedicationUse_Wu2019	Medication Use	Colon_Transverse	-0.0011450356	0.003313006	6.351852e-01	0.8879395	-0.00728394140848174	0.02107510302969
PASS_MedicationUse_Wu2019	Medication Use	Esophagus_Mucosa	 0.0033738541	0.005635807	2.747044e-01	0.7556785	0.0214621761729171	0.0358511908348499
PASS_MedicationUse_Wu2019	Medication Use	Esophagus_Muscularis	-0.0059756376	0.005399104	8.658061e-01	0.9770144	-0.0380129617120705	0.0343454482077877
PASS_MedicationUse_Wu2019	Medication Use	Heart_Atrial_Appendage	 0.0054297559	0.006338477	1.958236e-01	0.7556785	0.034540431803699	0.0403211034044205
PASS_MedicationUse_Wu2019	Medication Use	Heart_Left_Ventricle	 0.0059613098	0.005746034	1.497596e-01	0.7556785	0.0379218179964508	0.0365523809021101
PASS_MedicationUse_Wu2019	Medication Use	Liver	-0.0012893137	0.003665206	6.374950e-01	0.8879395	-0.00820174140076559	0.023315561757363
PASS_MedicationUse_Wu2019	Medication Use	Lung	-0.0066816364	0.003556630	9.698534e-01	0.9887482	-0.0425040484578927	0.0226248710131756
PASS_MedicationUse_Wu2019	Medication Use	Minor_Salivary_Gland	 0.0015218628	0.002313441	2.553220e-01	0.7556785	0.00968106123654326	0.014716543691869
PASS_MedicationUse_Wu2019	Medication Use	Muscle_Skeletal	-0.0024341035	0.004238157	7.171280e-01	0.9477910	-0.0154841188795669	0.0269602883770685
PASS_MedicationUse_Wu2019	Medication Use	Nerve_Tibial	 0.0060502030	0.005097007	1.176117e-01	0.7556785	0.0384872963585748	0.0324237105953053
PASS_MedicationUse_Wu2019	Medication Use	Ovary	 0.0019295496	0.003498732	2.906456e-01	0.7556785	0.0122744884240775	0.022256561764279
PASS_MedicationUse_Wu2019	Medication Use	Pancreas	 0.0032059573	0.004289243	2.273986e-01	0.7556785	0.0203941305860247	0.0272852619417279
PASS_MedicationUse_Wu2019	Medication Use	Pituitary	-0.0055144352	0.003807101	9.262558e-01	0.9770144	-0.0350791043280985	0.0242182002329634
PASS_MedicationUse_Wu2019	Medication Use	Prostate	-0.0003080455	0.003364307	5.364773e-01	0.8879395	-0.00195957714497132	0.0214014423630183
PASS_MedicationUse_Wu2019	Medication Use	Skin_Not_Sun_Exposed_Suprapubic	-0.0090406250	0.010652272	8.019770e-01	0.9477910	-0.0575103368724297	0.0677625434482462
PASS_MedicationUse_Wu2019	Medication Use	Skin_Sun_Exposed_Lower_leg	 0.0204204739	0.018483314	1.346219e-01	0.7556785	0.129901233485385	0.117578330388666
PASS_MedicationUse_Wu2019	Medication Use	Spleen	 0.0009232377	0.004012554	4.090120e-01	0.8483795	0.00587301352108089	0.0255251552005661
PASS_MedicationUse_Wu2019	Medication Use	Stomach	-0.0011441480	0.004413326	6.022782e-01	0.8879395	-0.00727829523605655	0.0280745926174253
PASS_MedicationUse_Wu2019	Medication Use	Testis	 0.0055914974	0.005729284	1.645445e-01	0.7556785	0.035569322131208	0.0364458264708936
PASS_MedicationUse_Wu2019	Medication Use	Thyroid	-0.0016099417	0.006280414	6.011571e-01	0.8879395	-0.0102413593172996	0.039951745983681
PASS_MedicationUse_Wu2019	Medication Use	Uterus	 0.0041650280	0.002671397	5.948398e-02	0.7556785	0.02649508899363	0.0169936165454906
PASS_MedicationUse_Wu2019	Medication Use	Vagina	 0.0004483024	0.002657720	4.330244e-01	0.8483795	0.00285179661540845	0.0169066144520709
PASS_MedicationUse_Wu2019	Medication Use	Whole_Blood	-0.0026970594	0.003188549	8.011840e-01	0.9477910	-0.0171568663716162	0.0202833880746979
PASS_MedicationUse_Wu2019	Medication Use	AllTissues	 0.0217905476	0.004878225	3.968041e-06	NA	0.138616715325782	0.0310319649061994
PASS_IBD_deLange2017	IBD	Adipose_Subcutaneous	 6.278463e-03	0.015951684	3.469410e-01	0.9020465	0.0195834788443721	0.0497557208297386
PASS_IBD_deLange2017	IBD	Adipose_Visceral_Omentum	-8.424391e-03	0.012803455	7.447238e-01	0.9188510	-0.0262769519962449	0.0399359163153618
PASS_IBD_deLange2017	IBD	Adrenal_Gland	 5.489752e-03	0.011393920	3.149690e-01	0.9020465	0.0171233690485965	0.0355393637891001
PASS_IBD_deLange2017	IBD	Artery_Aorta	-1.508127e-02	0.015404702	8.362111e-01	0.9188510	-0.0470407655627813	0.0480495999315561
PASS_IBD_deLange2017	IBD	Artery_Coronary	-6.875549e-03	0.010893590	7.360306e-01	0.9188510	-0.0214458798157529	0.0339787575086404
PASS_IBD_deLange2017	IBD	Artery_Tibial	 3.583305e-02	0.030998144	1.238459e-01	0.7710157	0.111768716746825	0.096687909015714
PASS_IBD_deLange2017	IBD	Brain_Limbic	 7.146941e-05	0.010910397	4.973867e-01	0.9188510	0.000222923932340464	0.0340311812674077
PASS_IBD_deLange2017	IBD	Brain_Cortex	-5.502157e-03	0.007676524	7.632361e-01	0.9188510	-0.0171620613167562	0.0239442425594089
PASS_IBD_deLange2017	IBD	Brain_BasalGanglia	-3.210316e-03	0.009086940	6.380641e-01	0.9188510	-0.0100134620068288	0.0283435434881986
PASS_IBD_deLange2017	IBD	Brain_Cerebellum	 7.380771e-03	0.010482781	2.406898e-01	0.7822420	0.0230217439464729	0.0326973817624417
PASS_IBD_deLange2017	IBD	Brain_Spinal_cord_cervical_c-1	 6.987533e-04	0.007537014	4.630671e-01	0.9087110	0.00217951753324061	0.0235090883559673
PASS_IBD_deLange2017	IBD	Brain_Substantia_nigra	-2.720343e-03	0.006351548	6.657822e-01	0.9188510	-0.00848516321227137	0.0198114425344793
PASS_IBD_deLange2017	IBD	Breast_Mammary_Tissue	 1.519102e-02	0.016273530	1.752860e-01	0.7710157	0.0473830870126672	0.0507596059296503
PASS_IBD_deLange2017	IBD	Cells_EBV-transformed_lymphocytes	 1.302517e-02	0.013108711	1.602023e-01	0.7710157	0.0406274739875979	0.0408880580226625
PASS_IBD_deLange2017	IBD	Cells_Cultured_fibroblasts	 1.804275e-02	0.017254791	1.478576e-01	0.7710157	0.0562780749633746	0.0538203095268462
PASS_IBD_deLange2017	IBD	Colon_Sigmoid	 2.044804e-03	0.013499315	4.398007e-01	0.9087110	0.00637805241745973	0.0421064112227573
PASS_IBD_deLange2017	IBD	Colon_Transverse	-1.119878e-02	0.009870163	8.717305e-01	0.9188510	-0.0349306847545958	0.0307865342474029
PASS_IBD_deLange2017	IBD	Esophagus_Mucosa	-6.247470e-03	0.012060081	6.977809e-01	0.9188510	-0.0194868061773196	0.0376172221374766
PASS_IBD_deLange2017	IBD	Esophagus_Muscularis	 2.914206e-03	0.014385148	4.197300e-01	0.9087110	0.00908984916093946	0.0448694564272502
PASS_IBD_deLange2017	IBD	Heart_Atrial_Appendage	 8.423116e-03	0.011769499	2.370966e-01	0.7822420	0.0262729763439011	0.0367108520409975
PASS_IBD_deLange2017	IBD	Heart_Left_Ventricle	 2.655768e-03	0.011426513	4.081053e-01	0.9087110	0.00828374175112124	0.0356410277596007
PASS_IBD_deLange2017	IBD	Liver	 1.778618e-02	0.011322820	5.811152e-02	0.7710157	0.0554777997758812	0.0353175932263977
PASS_IBD_deLange2017	IBD	Lung	 1.534874e-02	0.016623876	1.779267e-01	0.7710157	0.0478750596600312	0.0518523888163175
PASS_IBD_deLange2017	IBD	Minor_Salivary_Gland	 1.101592e-03	0.012912123	4.660057e-01	0.9087110	0.00343603295730087	0.0402748678492807
PASS_IBD_deLange2017	IBD	Muscle_Skeletal	-1.984260e-03	0.011843949	5.665249e-01	0.9188510	-0.00618920918070253	0.0369430736994585
PASS_IBD_deLange2017	IBD	Nerve_Tibial	-4.559370e-03	0.013066711	6.364291e-01	0.9188510	-0.0142213661165236	0.0407570514692876
PASS_IBD_deLange2017	IBD	Ovary	-1.277558e-02	0.006532270	9.747536e-01	0.9747536	-0.0398489824986494	0.0203751392825209
PASS_IBD_deLange2017	IBD	Pancreas	-4.025736e-03	0.013857583	6.142861e-01	0.9188510	-0.0125568818238158	0.0432239022639002
PASS_IBD_deLange2017	IBD	Pituitary	-1.093321e-02	0.010027782	8.622077e-01	0.9188510	-0.0341023412288784	0.0312781720387068
PASS_IBD_deLange2017	IBD	Prostate	-1.026165e-02	0.009066537	8.711441e-01	0.9188510	-0.0320076475327121	0.0282799034791221
PASS_IBD_deLange2017	IBD	Skin_Not_Sun_Exposed_Suprapubic	 2.259804e-02	0.017893458	1.033087e-01	0.7710157	0.0704867001802296	0.0558124089385789
PASS_IBD_deLange2017	IBD	Skin_Sun_Exposed_Lower_leg	 1.377808e-02	0.017041238	2.093975e-01	0.7822420	0.0429759050807183	0.0531542052070006
PASS_IBD_deLange2017	IBD	Spleen	-1.115497e-02	0.010474603	8.565516e-01	0.9188510	-0.0347940381229704	0.0326718730682676
PASS_IBD_deLange2017	IBD	Stomach	 6.916319e-03	0.017317663	3.448068e-01	0.9020465	0.0215730485158995	0.0540164164789838
PASS_IBD_deLange2017	IBD	Testis	 2.064760e-02	0.015741588	9.481755e-02	0.7710157	0.0644029986433493	0.0491004006333537
PASS_IBD_deLange2017	IBD	Thyroid	-1.672963e-02	0.011952311	9.191982e-01	0.9433877	-0.052182265925777	0.0372810692692558
PASS_IBD_deLange2017	IBD	Uterus	-5.511148e-03	0.006705245	7.944376e-01	0.9188510	-0.017190105961578	0.0209146769743063
PASS_IBD_deLange2017	IBD	Vagina	-2.496485e-03	0.010769940	5.916538e-01	0.9188510	-0.00778691604270378	0.0335930746204357
PASS_IBD_deLange2017	IBD	Whole_Blood	 4.401554e-02	0.020166346	1.453178e-02	0.5667393	0.137291140314594	0.0629018913398001
PASS_IBD_deLange2017	IBD	AllTissues	 1.205489e-01	0.016868766	4.458190e-13	NA	0.37601016154005	0.0526162394899407
UKB_460K.biochemistry_VitaminD	Vitamin D	Adipose_Subcutaneous	-0.0087124540	0.007239551	8.855993e-01	0.9956441	-0.101307604725296	0.0841808223019022
UKB_460K.biochemistry_VitaminD	Vitamin D	Adipose_Visceral_Omentum	 0.0156337920	0.016193535	1.671637e-01	0.8660326	0.181788278813163	0.1882969144171
UKB_460K.biochemistry_VitaminD	Vitamin D	Adrenal_Gland	 0.0094536027	0.009078676	1.488688e-01	0.8660326	0.10992561227517	0.105566002482288
UKB_460K.biochemistry_VitaminD	Vitamin D	Artery_Aorta	 0.0022714828	0.002742930	2.038005e-01	0.8660326	0.0264125909259376	0.0318945362093213
UKB_460K.biochemistry_VitaminD	Vitamin D	Artery_Coronary	-0.0057983904	0.002321584	9.937482e-01	0.9956441	-0.0674231437993619	0.0269951602224955
UKB_460K.biochemistry_VitaminD	Vitamin D	Artery_Tibial	-0.0021044863	0.002998916	7.585821e-01	0.9956441	-0.0244707711486708	0.0348711205579863
UKB_460K.biochemistry_VitaminD	Vitamin D	Brain_Limbic	-0.0057929335	0.002262133	9.947789e-01	0.9956441	-0.067359691533042	0.0263038669664471
UKB_460K.biochemistry_VitaminD	Vitamin D	Brain_Cortex	-0.0003263600	0.002061795	5.628856e-01	0.9956441	-0.00379488379204713	0.0239743616064388
UKB_460K.biochemistry_VitaminD	Vitamin D	Brain_BasalGanglia	-0.0027435779	0.003398961	7.902190e-01	0.9956441	-0.0319020687844076	0.0395227996069462
UKB_460K.biochemistry_VitaminD	Vitamin D	Brain_Cerebellum	 0.0019862974	0.004138887	3.156453e-01	0.8660326	0.0230964818254186	0.0481265902258773
UKB_460K.biochemistry_VitaminD	Vitamin D	Brain_Spinal_cord_cervical_c-1	 0.0022371695	0.001750595	1.006338e-01	0.8660326	0.0260135988441001	0.0203557503205576
UKB_460K.biochemistry_VitaminD	Vitamin D	Brain_Substantia_nigra	 0.0005481416	0.001983762	3.911534e-01	0.8660326	0.00637373982453997	0.0230669979227184
UKB_460K.biochemistry_VitaminD	Vitamin D	Breast_Mammary_Tissue	-0.0031229997	0.002686075	8.775169e-01	0.9956441	-0.0363139497041287	0.0312334291151391
UKB_460K.biochemistry_VitaminD	Vitamin D	Cells_EBV-transformed_lymphocytes	 0.0002624135	0.001332040	4.219133e-01	0.8660326	0.00305131954518642	0.0154888372689919
UKB_460K.biochemistry_VitaminD	Vitamin D	Cells_Cultured_fibroblasts	 0.0011396524	0.002816371	3.428664e-01	0.8660326	0.0132517718610351	0.0327484956073426
UKB_460K.biochemistry_VitaminD	Vitamin D	Colon_Sigmoid	 0.0027497252	0.004851486	2.854318e-01	0.8660326	0.0319735483403724	0.0564126303252073
UKB_460K.biochemistry_VitaminD	Vitamin D	Colon_Transverse	 0.0019792723	0.003403301	2.804267e-01	0.8660326	0.0230147943331477	0.0395732693562797
UKB_460K.biochemistry_VitaminD	Vitamin D	Esophagus_Mucosa	 0.0018386320	0.006172930	3.829073e-01	0.8660326	0.0213794415782316	0.0717782604107802
