Trait	Trait_Nickname	Tissue	TCSC_h2	TCSC_JKSE	TCSC_JKP	TCSC_FDRP	prop_h2g	prop_h2g_se
PASS_Myopia_Hysi2020	Myopia	Thyroid	 0.0006066838	0.005994998	4.596965e-01	0.9962689	0.00207768436161199	0.0205308154729273
PASS_Myopia_Hysi2020	Myopia	Uterus	-0.0023073645	0.005398312	6.654645e-01	0.9962689	-0.00790193305850093	0.0184873714979037
PASS_Myopia_Hysi2020	Myopia	Vagina	-0.0043879313	0.003031702	9.261004e-01	0.9962689	-0.0150271619499976	0.0103825414458319
PASS_Myopia_Hysi2020	Myopia	Whole_Blood	-0.0013447382	0.004393918	6.202150e-01	0.9962689	-0.00460526785371226	0.0150476627424663
PASS_Myopia_Hysi2020	Myopia	AllTissues	 0.0572417507	0.009171167	2.167105e-10	NA	0.196033392674666	0.0314081060356264
UKB_460K.biochemistry_Creatinine	Creatinine	Adipose_Subcutaneous	 3.368443e-02	0.028342858	1.173256e-01	0.5719623	0.152211601458941	0.128074368357522
UKB_460K.biochemistry_Creatinine	Creatinine	Adipose_Visceral_Omentum	-6.836489e-03	0.006779574	8.433676e-01	0.9857002	-0.0308924058668924	0.0306352212950228
UKB_460K.biochemistry_Creatinine	Creatinine	Adrenal_Gland	-2.176722e-03	0.003636749	7.252586e-01	0.9857002	-0.00983607051359706	0.0164335705497321
UKB_460K.biochemistry_Creatinine	Creatinine	Artery_Aorta	 6.344902e-03	0.008844000	2.365561e-01	0.7688074	0.0286710430252244	0.0399638501290724
UKB_460K.biochemistry_Creatinine	Creatinine	Artery_Coronary	-1.767186e-03	0.004592218	6.498153e-01	0.9857002	-0.00798547795501071	0.0207510974199047
UKB_460K.biochemistry_Creatinine	Creatinine	Artery_Tibial	-3.143914e-03	0.006126855	6.960722e-01	0.9857002	-0.0142065721300279	0.0276857434664099
UKB_460K.biochemistry_Creatinine	Creatinine	Brain_Limbic	 2.705833e-03	0.005611077	3.148211e-01	0.8185347	0.0122269911132766	0.0253550688047881
UKB_460K.biochemistry_Creatinine	Creatinine	Brain_Cortex	 1.540700e-02	0.011225019	8.494470e-02	0.4732634	0.0696204395561826	0.0507230851211952
UKB_460K.biochemistry_Creatinine	Creatinine	Brain_BasalGanglia	-3.993995e-03	0.004780426	7.982789e-01	0.9857002	-0.0180478756947652	0.0216015616841066
UKB_460K.biochemistry_Creatinine	Creatinine	Brain_Cerebellum	-2.682475e-03	0.005164169	6.982730e-01	0.9857002	-0.01212144208097	0.0233356046942937
UKB_460K.biochemistry_Creatinine	Creatinine	Brain_Spinal_cord_cervical_c-1	 1.180072e-03	0.003741887	3.762410e-01	0.9170875	0.00533245545479792	0.0169086624046673
UKB_460K.biochemistry_Creatinine	Creatinine	Brain_Substantia_nigra	 1.801594e-03	0.002474426	2.332805e-01	0.7688074	0.00814095802924885	0.0111813176424713
UKB_460K.biochemistry_Creatinine	Creatinine	Breast_Mammary_Tissue	-3.407269e-03	0.008932338	6.485665e-01	0.9857002	-0.0153966049003906	0.0403630263641355
UKB_460K.biochemistry_Creatinine	Creatinine	Cells_EBV-transformed_lymphocytes	-8.952451e-04	0.002317972	6.503328e-01	0.9857002	-0.00404539126566919	0.0104743430003063
UKB_460K.biochemistry_Creatinine	Creatinine	Cells_Cultured_fibroblasts	 5.430817e-03	0.006916904	2.161824e-01	0.7688074	0.0245405215564854	0.0312557799266986
UKB_460K.biochemistry_Creatinine	Creatinine	Colon_Sigmoid	-1.046222e-02	0.005486182	9.717405e-01	0.9857002	-0.0472761837154333	0.0247907006520298
UKB_460K.biochemistry_Creatinine	Creatinine	Colon_Transverse	 6.365705e-04	0.006402036	4.603974e-01	0.9857002	0.00287650473867111	0.0289292184359953
UKB_460K.biochemistry_Creatinine	Creatinine	Esophagus_Mucosa	 1.484900e-02	0.009295525	5.508434e-02	0.4687355	0.0670989649577885	0.0420041801541523
UKB_460K.biochemistry_Creatinine	Creatinine	Esophagus_Muscularis	 3.542813e-03	0.006716813	2.989390e-01	0.8185347	0.016009096716635	0.0303516166490378
UKB_460K.biochemistry_Creatinine	Creatinine	Heart_Atrial_Appendage	-1.405031e-03	0.005481184	6.011548e-01	0.9857002	-0.00634898983431545	0.024768114656104
UKB_460K.biochemistry_Creatinine	Creatinine	Heart_Left_Ventricle	 2.885321e-03	0.005066489	2.845114e-01	0.8185347	0.0130380509204109	0.0228942112261667
UKB_460K.biochemistry_Creatinine	Creatinine	Liver	 1.360570e-02	0.008476425	5.423348e-02	0.4687355	0.0614807754570023	0.0383028672679937
UKB_460K.biochemistry_Creatinine	Creatinine	Lung	-7.135186e-03	0.006023919	8.818876e-01	0.9857002	-0.0322421413133871	0.027220601015549
UKB_460K.biochemistry_Creatinine	Creatinine	Minor_Salivary_Gland	-2.623881e-03	0.003107074	8.008011e-01	0.9857002	-0.0118566684974306	0.0140401011116485
UKB_460K.biochemistry_Creatinine	Creatinine	Muscle_Skeletal	 1.789884e-02	0.009484428	2.956793e-02	0.4687355	0.0808804366545079	0.0428577839839664
UKB_460K.biochemistry_Creatinine	Creatinine	Nerve_Tibial	-5.010077e-05	0.007734110	5.025843e-01	0.9857002	-0.000226392992098155	0.0349485323761983
UKB_460K.biochemistry_Creatinine	Creatinine	Ovary	 7.971125e-03	0.005456163	7.201600e-02	0.4687355	0.0360195431580697	0.0246550518355168
UKB_460K.biochemistry_Creatinine	Creatinine	Pancreas	 8.867873e-03	0.005884214	6.589744e-02	0.4687355	0.0400717252896138	0.0265893091732089
UKB_460K.biochemistry_Creatinine	Creatinine	Pituitary	-4.215178e-03	0.002958637	9.228784e-01	0.9857002	-0.0190473483697724	0.0133693491078729
UKB_460K.biochemistry_Creatinine	Creatinine	Prostate	-2.966879e-03	0.003938685	7.743551e-01	0.9857002	-0.0134065919343803	0.0177979417576892
UKB_460K.biochemistry_Creatinine	Creatinine	Skin_Not_Sun_Exposed_Suprapubic	-6.540942e-03	0.005194923	8.960034e-01	0.9857002	-0.0295568987915326	0.0234745737621856
UKB_460K.biochemistry_Creatinine	Creatinine	Skin_Sun_Exposed_Lower_leg	-7.528489e-03	0.005643885	9.088849e-01	0.9857002	-0.0340193804628198	0.0255033198822923
UKB_460K.biochemistry_Creatinine	Creatinine	Spleen	-5.309667e-03	0.004341354	8.893434e-01	0.9857002	-0.0239930730621194	0.0196175076518667
UKB_460K.biochemistry_Creatinine	Creatinine	Stomach	-2.959505e-03	0.004124808	7.634638e-01	0.9857002	-0.0133732695164521	0.0186389893500347
UKB_460K.biochemistry_Creatinine	Creatinine	Testis	 5.170318e-03	0.004729055	1.371291e-01	0.5942260	0.0233633910278437	0.0213694305233262
UKB_460K.biochemistry_Creatinine	Creatinine	Thyroid	 1.926154e-02	0.013190738	7.211315e-02	0.4687355	0.087038131833038	0.0596056833939801
UKB_460K.biochemistry_Creatinine	Creatinine	Uterus	-5.636700e-03	0.002575057	9.857002e-01	0.9857002	-0.0254708551150723	0.0116360472075666
UKB_460K.biochemistry_Creatinine	Creatinine	Vagina	-4.958064e-03	0.002504772	9.761172e-01	0.9857002	-0.0224042675768068	0.0113184460281043
UKB_460K.biochemistry_Creatinine	Creatinine	Whole_Blood	-1.219250e-03	0.006839864	5.707392e-01	0.9857002	-0.0055094883777723	0.0309076553365492
UKB_460K.biochemistry_Creatinine	Creatinine	AllTissues	 7.332936e-02	0.012103576	6.870403e-10	NA	0.331357240981022	0.05469307006016
UKB_460K.blood_RED_COUNT	RBC Count	Adipose_Subcutaneous	 0.0071179767	0.007944865	1.851473e-01	0.3783031	0.0272406301481095	0.0304051460012237
UKB_460K.blood_RED_COUNT	RBC Count	Adipose_Visceral_Omentum	-0.0051158455	0.004859903	8.537525e-01	0.9936416	-0.0195784368105274	0.0185989382912544
UKB_460K.blood_RED_COUNT	RBC Count	Adrenal_Gland	 0.0070851236	0.005977575	1.179526e-01	0.3222099	0.0271149009085926	0.0228762907411509
UKB_460K.blood_RED_COUNT	RBC Count	Artery_Aorta	 0.0051810642	0.005114538	1.555283e-01	0.3369780	0.0198280300213509	0.0195734312358305
UKB_460K.blood_RED_COUNT	RBC Count	Artery_Coronary	 0.0082549699	0.006416896	9.914426e-02	0.3222099	0.0315919246956766	0.0245575795333448
UKB_460K.blood_RED_COUNT	RBC Count	Artery_Tibial	-0.0060669247	0.005176417	8.794078e-01	0.9936416	-0.0232182346980872	0.0198102459822252
UKB_460K.blood_RED_COUNT	RBC Count	Brain_Limbic	-0.0020351720	0.004591512	6.712063e-01	0.9348945	-0.00778864155469989	0.0175718014556171
UKB_460K.blood_RED_COUNT	RBC Count	Brain_Cortex	 0.0005063935	0.003783002	4.467566e-01	0.7681662	0.00193797732659168	0.0144776193893847
UKB_460K.blood_RED_COUNT	RBC Count	Brain_BasalGanglia	 0.0001882801	0.003800561	4.802445e-01	0.7803972	0.000720551412374673	0.0145448195505637
UKB_460K.blood_RED_COUNT	RBC Count	Brain_Cerebellum	 0.0123815240	0.007332647	4.565308e-02	0.2947480	0.0473843246343754	0.0280621788946357
UKB_460K.blood_RED_COUNT	RBC Count	Brain_Spinal_cord_cervical_c-1	 0.0070535093	0.004547969	6.046113e-02	0.2947480	0.0269939124268889	0.0174051623964605
UKB_460K.blood_RED_COUNT	RBC Count	Brain_Substantia_nigra	 0.0006871029	0.002898004	4.062915e-01	0.7545413	0.0026295555804362	0.0110907166551654
UKB_460K.blood_RED_COUNT	RBC Count	Breast_Mammary_Tissue	-0.0012739563	0.004733347	6.060909e-01	0.9091364	-0.00487545467996923	0.0181146079795868
UKB_460K.blood_RED_COUNT	RBC Count	Cells_EBV-transformed_lymphocytes	-0.0028043597	0.002230801	8.956429e-01	0.9936416	-0.0107323372300785	0.00853731700819353
UKB_460K.blood_RED_COUNT	RBC Count	Cells_Cultured_fibroblasts	 0.0163592285	0.005999278	3.196946e-03	0.1246809	0.0626070743932304	0.0229593482536427
UKB_460K.blood_RED_COUNT	RBC Count	Colon_Sigmoid	-0.0040594818	0.005815197	7.574369e-01	0.9846680	-0.015535712904639	0.0222548667743939
UKB_460K.blood_RED_COUNT	RBC Count	Colon_Transverse	-0.0060679682	0.005023811	8.864459e-01	0.9936416	-0.0232222281037863	0.0192262190856258
UKB_460K.blood_RED_COUNT	RBC Count	Esophagus_Mucosa	 0.0045513328	0.005272358	1.940016e-01	0.3783031	0.0174180358631955	0.0201774128922101
UKB_460K.blood_RED_COUNT	RBC Count	Esophagus_Muscularis	 0.0154747127	0.007296248	1.696453e-02	0.2205389	0.0592220157153402	0.0279228782435577
UKB_460K.blood_RED_COUNT	RBC Count	Heart_Atrial_Appendage	 0.0142622977	0.013004166	1.363757e-01	0.3222099	0.0545820806549403	0.0497671852952748
UKB_460K.blood_RED_COUNT	RBC Count	Heart_Left_Ventricle	 0.0110365250	0.009385493	1.198148e-01	0.3222099	0.0422369880434619	0.0359184559902873
UKB_460K.blood_RED_COUNT	RBC Count	Liver	 0.0145739498	0.008728645	4.749242e-02	0.2947480	0.0557747791827394	0.03340468848945
UKB_460K.blood_RED_COUNT	RBC Count	Lung	-0.0099237899	0.004458564	9.869856e-01	0.9936416	-0.0379785301597433	0.0170630094697313
UKB_460K.blood_RED_COUNT	RBC Count	Minor_Salivary_Gland	-0.0054738479	0.003615688	9.349764e-01	0.9936416	-0.0209485185732309	0.0138373046941819
UKB_460K.blood_RED_COUNT	RBC Count	Muscle_Skeletal	 0.0056122640	0.004533893	1.078865e-01	0.3222099	0.0214782397455559	0.0173512930605021
UKB_460K.blood_RED_COUNT	RBC Count	Nerve_Tibial	 0.0005854117	0.004959765	4.530211e-01	0.7681662	0.0022403815404294	0.0189811123514683
UKB_460K.blood_RED_COUNT	RBC Count	Ovary	-0.0010909707	0.004109424	6.046802e-01	0.9091364	-0.00417516549651757	0.01572684337023
UKB_460K.blood_RED_COUNT	RBC Count	Pancreas	 0.0076346095	0.005614430	8.694356e-02	0.3222099	0.0292177937745591	0.0214865270195555
UKB_460K.blood_RED_COUNT	RBC Count	Pituitary	-0.0081596904	0.003905406	9.816611e-01	0.9936416	-0.031227288134701	0.0149460602329844
UKB_460K.blood_RED_COUNT	RBC Count	Prostate	-0.0019537795	0.005092111	6.493950e-01	0.9348945	-0.00747715061704401	0.0194876048643973
UKB_460K.blood_RED_COUNT	RBC Count	Skin_Not_Sun_Exposed_Suprapubic	-0.0036486305	0.006067494	7.261934e-01	0.9766050	-0.0139633774175325	0.0232204117524958
UKB_460K.blood_RED_COUNT	RBC Count	Skin_Sun_Exposed_Lower_leg	 0.0075448410	0.006675502	1.291900e-01	0.3222099	0.0288742481660268	0.0255472725566129
UKB_460K.blood_RED_COUNT	RBC Count	Spleen	 0.0120786437	0.011201586	1.404505e-01	0.3222099	0.0462251957946246	0.0428686784873196
UKB_460K.blood_RED_COUNT	RBC Count	Stomach	-0.0096520987	0.003873848	9.936416e-01	0.9936416	-0.0369387628752125	0.0148252902041794
UKB_460K.blood_RED_COUNT	RBC Count	Testis	 0.0064587191	0.004938885	9.548277e-02	0.3222099	0.0247176392642649	0.0189012067952765
UKB_460K.blood_RED_COUNT	RBC Count	Thyroid	 0.0150856315	0.009580602	5.767422e-02	0.2947480	0.0577329945221569	0.0366651439795315
UKB_460K.blood_RED_COUNT	RBC Count	Uterus	-0.0076269932	0.003172752	9.918895e-01	0.9936416	-0.029188645862783	0.0121421806860215
UKB_460K.blood_RED_COUNT	RBC Count	Vagina	 0.0114286904	0.006316283	3.519435e-02	0.2947480	0.043737812416279	0.0241725347843029
UKB_460K.blood_RED_COUNT	RBC Count	Whole_Blood	 0.0107397926	0.005022120	1.623819e-02	0.2205389	0.0411013874881324	0.0192197492250074
UKB_460K.blood_RED_COUNT	RBC Count	AllTissues	 0.1269290850	0.011137386	2.172167e-30	NA	0.485759988600781	0.0426229862382958
PASS_Schizophrenia_Pardinas2018	Scz	Adipose_Subcutaneous	 1.363246e-03	0.007606936	4.288861e-01	0.8803451	0.00301937018478525	0.0168481423147114
PASS_Schizophrenia_Pardinas2018	Scz	Adipose_Visceral_Omentum	 3.253172e-03	0.011080609	3.845351e-01	0.8803451	0.00720525288540625	0.0245417686698939
PASS_Schizophrenia_Pardinas2018	Scz	Adrenal_Gland	-3.624364e-03	0.004469309	7.913014e-01	0.9076693	-0.00802738483901185	0.00989880075852091
PASS_Schizophrenia_Pardinas2018	Scz	Artery_Aorta	 4.699579e-03	0.008888422	2.984963e-01	0.8803451	0.0104088119105749	0.0196864270887686
PASS_Schizophrenia_Pardinas2018	Scz	Artery_Coronary	-3.426827e-03	0.005567759	7.308801e-01	0.9076693	-0.00758987247815506	0.0123316913354303
PASS_Schizophrenia_Pardinas2018	Scz	Artery_Tibial	 3.077241e-02	0.013799824	1.287661e-02	0.5021876	0.0681559463229603	0.0305643952199659
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Limbic	-4.892300e-03	0.006363917	7.789809e-01	0.9076693	-0.0108356583259512	0.0140950547171466
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Cortex	 1.530729e-03	0.004604772	3.697852e-01	0.8803451	0.00339031962797172	0.0101988301151839
PASS_Schizophrenia_Pardinas2018	Scz	Brain_BasalGanglia	-2.827936e-03	0.006492250	6.684316e-01	0.9076693	-0.00626342446312458	0.0143792911036713
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Cerebellum	 1.052686e-02	0.007092892	6.888560e-02	0.5374890	0.0233153057113309	0.015709617519982
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Spinal_cord_cervical_c-1	-7.160991e-03	0.004661470	9.377564e-01	0.9377564	-0.0158604461931637	0.0103244070516352
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Substantia_nigra	 7.750578e-03	0.008455552	1.796693e-01	0.8550683	0.0171662865628948	0.0187276906106214
PASS_Schizophrenia_Pardinas2018	Scz	Breast_Mammary_Tissue	 1.564500e-03	0.007970444	4.221925e-01	0.8803451	0.00346511551803821	0.0176532540628049
PASS_Schizophrenia_Pardinas2018	Scz	Cells_EBV-transformed_lymphocytes	 5.724504e-03	0.005293213	1.397418e-01	0.7785615	0.0126788581056848	0.0117236172252967
PASS_Schizophrenia_Pardinas2018	Scz	Cells_Cultured_fibroblasts	-4.445679e-03	0.006151267	7.650758e-01	0.9076693	-0.00984646567350959	0.0136240697078072
PASS_Schizophrenia_Pardinas2018	Scz	Colon_Sigmoid	-1.001560e-02	0.007615351	9.057762e-01	0.9377564	-0.0221829469024022	0.0168667800278049
PASS_Schizophrenia_Pardinas2018	Scz	Colon_Transverse	-1.937156e-03	0.006173383	6.231604e-01	0.9076693	-0.00429049028604022	0.0136730530376701
PASS_Schizophrenia_Pardinas2018	Scz	Esophagus_Mucosa	 3.378964e-03	0.008433432	3.443341e-01	0.8803451	0.00748386232373484	0.0186786977519654
PASS_Schizophrenia_Pardinas2018	Scz	Esophagus_Muscularis	-1.913882e-04	0.007690870	5.099267e-01	0.9039610	-0.000423894143296762	0.0170340415115866
PASS_Schizophrenia_Pardinas2018	Scz	Heart_Atrial_Appendage	 1.380658e-02	0.009303830	6.890884e-02	0.5374890	0.0305793500493719	0.0206064899880209
PASS_Schizophrenia_Pardinas2018	Scz	Heart_Left_Ventricle	-9.037115e-03	0.006221466	9.268284e-01	0.9377564	-0.0200157587368752	0.0137795474342803
PASS_Schizophrenia_Pardinas2018	Scz	Liver	 1.714332e-05	0.004271525	4.983989e-01	0.9039610	3.79697021397094e-05	0.00946074145628448
PASS_Schizophrenia_Pardinas2018	Scz	Lung	-7.579751e-03	0.006138682	8.915386e-01	0.9377564	-0.0167879306582785	0.0135961943591715
PASS_Schizophrenia_Pardinas2018	Scz	Minor_Salivary_Gland	-5.175328e-03	0.005015092	8.489524e-01	0.9377564	-0.0114625196380027	0.0111076230724475
PASS_Schizophrenia_Pardinas2018	Scz	Muscle_Skeletal	 8.943739e-03	0.007919985	1.293937e-01	0.7785615	0.0198089454403323	0.0175414956087024
PASS_Schizophrenia_Pardinas2018	Scz	Nerve_Tibial	-9.710398e-04	0.009157226	5.422250e-01	0.9076693	-0.00215069719573377	0.0202817853121334
PASS_Schizophrenia_Pardinas2018	Scz	Ovary	-4.072954e-03	0.005375440	7.756837e-01	0.9076693	-0.00902093944609426	0.0119057374279365
PASS_Schizophrenia_Pardinas2018	Scz	Pancreas	 6.198617e-03	0.007282035	1.973234e-01	0.8550683	0.0137289422418099	0.0161285384269366
PASS_Schizophrenia_Pardinas2018	Scz	Pituitary	-3.378184e-03	0.006074353	7.109420e-01	0.9076693	-0.00748213481121373	0.0134537162234308
PASS_Schizophrenia_Pardinas2018	Scz	Prostate	 1.637978e-03	0.008967559	4.275340e-01	0.8803451	0.003627857967499	0.0198617026580546
PASS_Schizophrenia_Pardinas2018	Scz	Skin_Not_Sun_Exposed_Suprapubic	-3.154829e-03	0.010142527	6.221185e-01	0.9076693	-0.0069874396294967	0.0224640681001386
PASS_Schizophrenia_Pardinas2018	Scz	Skin_Sun_Exposed_Lower_leg	 1.749124e-02	0.011363110	6.186547e-02	0.5374890	0.0387402919331152	0.0251674647766875
PASS_Schizophrenia_Pardinas2018	Scz	Spleen	-2.557593e-03	0.006508818	6.528191e-01	0.9076693	-0.00566465847798645	0.0144159860225849
PASS_Schizophrenia_Pardinas2018	Scz	Stomach	-2.670000e-03	0.006057061	6.703240e-01	0.9076693	-0.00591362217015641	0.0134154173704903
PASS_Schizophrenia_Pardinas2018	Scz	Testis	 3.231383e-03	0.007505809	3.334096e-01	0.8803451	0.00715699496350968	0.0166241617848083
PASS_Schizophrenia_Pardinas2018	Scz	Thyroid	 1.807052e-02	0.009299572	2.599866e-02	0.5069740	0.0400232954763358	0.0205970587960758
PASS_Schizophrenia_Pardinas2018	Scz	Uterus	 1.318085e-03	0.004904585	3.940628e-01	0.8803451	0.00291934642404317	0.010862868329842
PASS_Schizophrenia_Pardinas2018	Scz	Vagina	 7.073665e-03	0.011593104	2.708774e-01	0.8803451	0.0156670315038457	0.025676862813528
PASS_Schizophrenia_Pardinas2018	Scz	Whole_Blood	 6.549597e-04	0.005789828	4.549667e-01	0.8871851	0.00145063051620814	0.0128235384452292
PASS_Schizophrenia_Pardinas2018	Scz	AllTissues	 7.188941e-02	0.009430458	1.238184e-14	NA	0.159223501303099	0.0208869494707726
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Adipose_Subcutaneous	-0.0086047339	0.009580254	8.154536e-01	0.9445296	-0.0245498826238123	0.0273331059077917
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Adipose_Visceral_Omentum	-0.0008828236	0.008194662	5.428957e-01	0.7422964	-0.00251875479138122	0.023379920613169
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Adrenal_Gland	 0.0021434886	0.009131142	4.072034e-01	0.7218606	0.00611551656159253	0.0260517602396967
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Artery_Aorta	-0.0085657781	0.007224828	8.821104e-01	0.9556196	-0.0244387393666795	0.0206129197815317
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Artery_Coronary	 0.0042133463	0.008744565	3.149653e-01	0.6824248	0.012020959484246	0.0249488302808286
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Artery_Tibial	 0.0012195779	0.007694893	4.370346e-01	0.7275895	0.00347953751295401	0.0219540449587857
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Brain_Limbic	 0.0060021653	0.010085807	2.758850e-01	0.6824248	0.0171245801680728	0.0287754843020117
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Brain_Cortex	 0.0176547433	0.008999812	2.489992e-02	0.2427743	0.0503701662386391	0.0256770661594601
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Brain_BasalGanglia	-0.0103022006	0.005770901	9.628854e-01	0.9628854	-0.0293928691482442	0.0164647664461866
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Brain_Cerebellum	 0.0030576211	0.009311008	3.713093e-01	0.7218606	0.00872359801658642	0.0265649310215888
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Brain_Spinal_cord_cervical_c-1	-0.0016452154	0.003996145	6.597206e-01	0.8040344	-0.00469390998047612	0.0114012700480886
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Brain_Substantia_nigra	-0.0053287625	0.003102375	9.570688e-01	0.9628854	-0.0152033168016859	0.00885128444523287
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Breast_Mammary_Tissue	 0.0137979878	0.010222356	8.854239e-02	0.3766085	0.0393665843595101	0.0291650656264165
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Cells_EBV-transformed_lymphocytes	 0.0099153065	0.005799072	4.365059e-02	0.2837288	0.0282890343322569	0.0165451420840779
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Cells_Cultured_fibroblasts	 0.0154858644	0.008315672	3.128389e-02	0.2440143	0.0441822095056736	0.0237251692172688
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Colon_Sigmoid	 0.0068929107	0.012357837	2.884985e-01	0.6824248	0.0196659362668876	0.035257737116523
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Colon_Transverse	 0.0008202958	0.009233312	4.646042e-01	0.7275895	0.00234035881747758	0.0263432586015081
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Esophagus_Mucosa	 0.0066426057	0.009754637	2.479455e-01	0.6824248	0.0189517994416843	0.0278306335096193
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Esophagus_Muscularis	 0.0316361364	0.014932724	1.706309e-02	0.2218201	0.0902600182228066	0.0426040638303855
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Heart_Atrial_Appendage	-0.0011010317	0.009114279	5.480764e-01	0.7422964	-0.00314131730662739	0.0260036480821693
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Heart_Left_Ventricle	 0.0319114919	0.010879583	1.677687e-03	0.0327149	0.0910456260213949	0.0310401793407033
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Liver	 0.0059782859	0.008894167	2.507415e-01	0.6824248	0.0170564504230412	0.0253756549404626
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Lung	-0.0015553110	0.009349145	5.660626e-01	0.7422964	-0.00443740663262049	0.0266737372798472
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Minor_Salivary_Gland	-0.0005865372	0.006779772	5.344706e-01	0.7422964	-0.00167342982850746	0.0193431444052693
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Muscle_Skeletal	 0.0031202818	0.006179055	3.067874e-01	0.6824248	0.00890237319242351	0.0176292591111431
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Nerve_Tibial	 0.0018452781	0.007475403	4.025135e-01	0.7218606	0.00526470213138859	0.0213278255011206
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Ovary	-0.0090381142	0.005774478	9.412300e-01	0.9628854	-0.0257863459236212	0.0164749725966171
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Pancreas	-0.0021373253	0.005480580	6.517249e-01	0.8040344	-0.00609793243843603	0.0156364612080986
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Pituitary	-0.0065381579	0.006369824	8.476548e-01	0.9445296	-0.0186538028562717	0.0181735349742735
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Prostate	-0.0063531023	0.006340423	8.418281e-01	0.9445296	-0.0181258268846556	0.0180896520789891
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Skin_Not_Sun_Exposed_Suprapubic	 0.0217111138	0.014014800	6.067210e-02	0.3380303	0.0619432633302146	0.0399851654073315
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Skin_Sun_Exposed_Lower_leg	-0.0015913724	0.008894642	5.709972e-01	0.7422964	-0.00454029228653643	0.0253770102488841
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Spleen	 0.0101381181	0.008649924	1.205891e-01	0.4275431	0.0289247307677575	0.024678813162993
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Stomach	 0.0048382619	0.009720461	3.093337e-01	0.6824248	0.0138038855335787	0.0277331275729852
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Testis	 0.0235491091	0.018095659	9.656628e-02	0.3766085	0.0671871871145846	0.0516281277342776
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Thyroid	 0.0271161693	0.020084105	8.848701e-02	0.3766085	0.0773642492116325	0.0573012986226631
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Uterus	 0.0021597437	0.007502821	3.867279e-01	0.7218606	0.00616189361617912	0.0214060518478843
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Vagina	 0.0004809277	0.005704032	4.664035e-01	0.7275895	0.00137211883952632	0.0162739861399817
UKB_460K.blood_PLATELET_COUNT	Platelet Count	Whole_Blood	 0.0185146978	0.006223061	1.464105e-03	0.0327149	0.0528236742593375	0.0177548093682423
UKB_460K.blood_PLATELET_COUNT	Platelet Count	AllTissues	 0.2066150626	0.017477003	1.500253e-32	NA	0.589486626499892	0.0498630619016927
UKB_460K.bmd_HEEL_TSCOREz	Bone Density	Adipose_Subcutaneous	 5.976882e-02	0.040722360	7.109084e-02	0.6027067	0.168410300672057	0.114743194561839
UKB_460K.bmd_HEEL_TSCOREz	Bone Density	Adipose_Visceral_Omentum	-1.654319e-03	0.016576532	5.397480e-01	0.9729574	-0.00466136745009296	0.0467076122924232
UKB_460K.bmd_HEEL_TSCOREz	Bone Density	Adrenal_Gland	 7.673853e-03	0.008773403	1.908761e-01	0.6767425	0.021622577682991	0.0247207736104913
UKB_460K.bmd_HEEL_TSCOREz	Bone Density	Artery_Aorta	 1.450520e-02	0.011228528	9.821035e-02	0.6027067	0.0408712238071575	0.0316385675670025
